sample_type,p_curved,p_MRW,run_id
regime_apparent,0.4576919972896576,0.14726522564888,latest_eval
ambiguous_mild_curvature,0.4000241160392761,0.3991708159446716,latest_eval
linear_mono,0.0350394286215305,0.1412204802036285,latest_eval
boundary_mrw,0.1903027892112732,0.2893748879432678,latest_eval
curved_mrw,0.896513044834137,0.9439626336097716,latest_eval
noisy_mono,0.1783626973628997,0.2781617343425751,latest_eval
noisy_mrw,0.8403382897377014,0.8960129022598267,latest_eval
heavy_tail_distorted,0.3478730618953705,0.0429599210619926,latest_eval
regime_apparent,0.4378258287906647,0.1172046139836311,latest_eval
ambiguous_mild_curvature,0.443666398525238,0.4288816750049591,latest_eval
linear_mono,0.0263998433947563,0.1299609690904617,latest_eval
boundary_mrw,0.3005909025669098,0.3713446259498596,latest_eval
curved_mrw,0.8653923273086548,0.9208005666732788,latest_eval
noisy_mono,0.1393427848815918,0.2342831641435623,latest_eval
noisy_mrw,0.8403759002685547,0.8997135758399963,latest_eval
heavy_tail_distorted,0.3661743104457855,0.0425085686147213,latest_eval
regime_apparent,0.4435625970363617,0.1343436241149902,latest_eval
ambiguous_mild_curvature,0.4943036735057831,0.4759015440940857,latest_eval
linear_mono,0.0177554246038198,0.1186038553714752,latest_eval
boundary_mrw,0.2304447740316391,0.3103091418743133,latest_eval
curved_mrw,0.9601510167121888,0.98381769657135,latest_eval
noisy_mono,0.1470278650522232,0.2496518343687057,latest_eval
noisy_mrw,0.2362343519926071,0.3075129389762878,latest_eval
heavy_tail_distorted,0.3402904570102691,0.04251429438591,latest_eval
regime_apparent,0.4632305204868316,0.1536397784948349,latest_eval
ambiguous_mild_curvature,0.4926398396492004,0.4744431674480438,latest_eval
linear_mono,0.0188696421682834,0.1208483502268791,latest_eval
boundary_mrw,0.2631082236766815,0.3375426232814789,latest_eval
curved_mrw,0.7682297825813293,0.8285752534866333,latest_eval
noisy_mono,0.14746655523777,0.2522803544998169,latest_eval
noisy_mrw,0.8794398903846741,0.9387152194976808,latest_eval
heavy_tail_distorted,0.3419070243835449,0.0646867454051971,latest_eval
regime_apparent,0.4489999115467071,0.1368428468704223,latest_eval
ambiguous_mild_curvature,0.4642391204833984,0.4478424787521362,latest_eval
linear_mono,0.0170034486800432,0.117155872285366,latest_eval
boundary_mrw,0.2919226884841919,0.3613805472850799,latest_eval
curved_mrw,0.8236024379730225,0.88318932056427,latest_eval
noisy_mono,0.2046175301074981,0.2869049310684204,latest_eval
