time,omega_t,increment,path,H,lambda2,L,seed
307.0,-0.3943547308444977,0.0311295054852962,0.8541680574417114,0.6,0.12,512,2026
308.0,-0.3937548100948334,0.0094108311459422,0.8635788559913635,0.6,0.12,512,2026
309.0,-0.3982639014720917,-0.0042741512879729,0.8593047261238098,0.6,0.12,512,2026
310.0,-0.4001581072807312,0.0044552781619131,0.8637599945068359,0.6,0.12,512,2026
311.0,-0.3952424824237823,-0.0096693923696875,0.8540906310081482,0.6,0.12,512,2026
312.0,-0.3955837190151214,-0.0123448502272367,0.8417457342147827,0.6,0.12,512,2026
313.0,-0.3873514533042907,-0.0060250489041209,0.8357207179069519,0.6,0.12,512,2026
314.0,-0.3821052014827728,-0.0171472020447254,0.818573534488678,0.6,0.12,512,2026
315.0,-0.3829540610313415,-0.0020558964461088,0.8165175914764404,0.6,0.12,512,2026
316.0,-0.3883557915687561,-0.0146886622533202,0.8018289804458618,0.6,0.12,512,2026
317.0,-0.3924905359745025,0.0148893669247627,0.816718339920044,0.6,0.12,512,2026
318.0,-0.3850378096103668,0.0029425779357552,0.8196609020233154,0.6,0.12,512,2026
319.0,-0.379734992980957,0.0020661905873566,0.8217270970344543,0.6,0.12,512,2026
320.0,-0.3874213993549347,0.0053284843452274,0.8270555734634399,0.6,0.12,512,2026
321.0,-0.3811232447624206,-0.0157896298915147,0.8112659454345703,0.6,0.12,512,2026
322.0,-0.3875541985034942,-0.0078250113874673,0.8034409284591675,0.6,0.12,512,2026
323.0,-0.3853426575660705,0.0076251183636486,0.8110660314559937,0.6,0.12,512,2026
324.0,-0.3765592873096466,0.0012933553662151,0.8123593926429749,0.6,0.12,512,2026
325.0,-0.3886846005916595,0.001760168466717,0.8141195774078369,0.6,0.12,512,2026
326.0,-0.3869952261447906,-0.0066796303726732,0.807439923286438,0.6,0.12,512,2026
327.0,-0.3814609348773956,0.0004613510682247,0.8079013228416443,0.6,0.12,512,2026
328.0,-0.3746181130409241,0.0002751394640654,0.8081764578819275,0.6,0.12,512,2026
329.0,-0.3788811862468719,0.0112643036991357,0.8194407224655151,0.6,0.12,512,2026
330.0,-0.3695119619369507,0.0105797871947288,0.830020546913147,0.6,0.12,512,2026
331.0,-0.3687511086463928,-0.0199302174150943,0.8100903034210205,0.6,0.12,512,2026
332.0,-0.3690851330757141,-0.0090027935802936,0.801087498664856,0.6,0.12,512,2026
333.0,-0.3631363213062286,-0.0093474313616752,0.7917400598526001,0.6,0.12,512,2026
334.0,-0.3628351986408233,0.014238404110074,0.8059784770011902,0.6,0.12,512,2026
335.0,-0.375298798084259,0.0144228367134928,0.8204013109207153,0.6,0.12,512,2026
336.0,-0.3675957918167114,-0.003120630281046,0.8172807097434998,0.6,0.12,512,2026
337.0,-0.3747943341732025,-8.606977644376457e-05,0.8171946406364441,0.6,0.12,512,2026
338.0,-0.3708294928073883,0.0004717763804364,0.8176664113998413,0.6,0.12,512,2026
339.0,-0.3762588798999786,0.0181812178343534,0.8358476161956787,0.6,0.12,512,2026
340.0,-0.373059332370758,0.0045548239722847,0.8404024243354797,0.6,0.12,512,2026
341.0,-0.3752968609333038,0.0004822472401428,0.8408846855163574,0.6,0.12,512,2026
342.0,-0.3778583705425262,0.0044411974959075,0.8453258872032166,0.6,0.12,512,2026
343.0,-0.372361421585083,0.0110086323693394,0.8563345074653625,0.6,0.12,512,2026
344.0,-0.3777337968349457,0.0049488013610243,0.8612833023071289,0.6,0.12,512,2026
345.0,-0.3721596598625183,0.0170205179601907,0.8783038258552551,0.6,0.12,512,2026
346.0,-0.3677524328231811,0.0062699350528419,0.884573757648468,0.6,0.12,512,2026
347.0,-0.3770764470100403,0.0114076426252722,0.8959814310073853,0.6,0.12,512,2026
348.0,-0.3684245645999908,0.0061577507294714,0.9021391868591307,0.6,0.12,512,2026
349.0,-0.3700149655342102,0.0070906686596572,0.909229815006256,0.6,0.12,512,2026
350.0,-0.3719379305839538,0.0006126367370598,0.9098424911499025,0.6,0.12,512,2026
351.0,-0.3752142786979675,0.010910116136074,0.9207525849342346,0.6,0.12,512,2026
352.0,-0.3724386394023895,-0.003248787485063,0.9175037741661072,0.6,0.12,512,2026
353.0,-0.3739036321640014,0.0040337666869163,0.9215375781059264,0.6,0.12,512,2026
354.0,-0.3687926232814789,0.0101585937663912,0.9316961765289308,0.6,0.12,512,2026
355.0,-0.3669506311416626,0.0021351254545152,0.93383127450943,0.6,0.12,512,2026
356.0,-0.3691767156124115,0.0083930864930152,0.942224383354187,0.6,0.12,512,2026
357.0,-0.3686903417110443,0.015230568125844,0.9574549198150636,0.6,0.12,512,2026
358.0,-0.3727917373180389,0.0042276899330317,0.9616826176643372,0.6,0.12,512,2026
359.0,-0.3650221526622772,-0.0044197821989655,0.9572628736495972,0.6,0.12,512,2026
360.0,-0.3592165410518646,-0.0101322280243039,0.9471306204795836,0.6,0.12,512,2026
361.0,-0.3585889637470245,-0.0144730675965547,0.9326575398445128,0.6,0.12,512,2026
362.0,-0.3530637919902801,-0.0033404072746634,0.9293171763420104,0.6,0.12,512,2026
363.0,-0.353502869606018,-0.021514855325222,0.9078022837638856,0.6,0.12,512,2026
364.0,-0.3569737076759338,0.002965431427583,0.9107677340507508,0.6,0.12,512,2026
365.0,-0.3638826906681061,-0.0047659017145633,0.9060018062591552,0.6,0.12,512,2026
366.0,-0.3713077306747436,0.0012487797066569,0.9072505831718444,0.6,0.12,512,2026
367.0,-0.3740697801113128,0.0108379665762186,0.9180885553359984,0.6,0.12,512,2026
368.0,-0.3745222389698028,-0.005251741502434,0.9128368496894836,0.6,0.12,512,2026
369.0,-0.3646808266639709,-0.0114136561751365,0.901423156261444,0.6,0.12,512,2026
370.0,-0.3758969306945801,-0.0074022854678332,0.8940209150314331,0.6,0.12,512,2026
371.0,-0.3793036937713623,0.005957162939012,0.8999780416488647,0.6,0.12,512,2026
372.0,-0.3803925216197967,0.0019879171159118,0.9019659757614136,0.6,0.12,512,2026
373.0,-0.3729692995548248,-0.0027498865965753,0.8992160558700562,0.6,0.12,512,2026
374.0,-0.3830555975437164,0.0021176408044993,0.901333749294281,0.6,0.12,512,2026
375.0,-0.3850247859954834,0.0013870514230802,0.9027207493782043,0.6,0.12,512,2026
376.0,-0.3857884705066681,-0.0026340933982282,0.9000867009162903,0.6,0.12,512,2026
377.0,-0.3871034681797027,-0.0042967526242136,0.8957899212837219,0.6,0.12,512,2026
378.0,-0.3833174109458923,0.0112617304548621,0.907051682472229,0.6,0.12,512,2026
379.0,-0.3779173195362091,0.0084744319319725,0.9155260920524596,0.6,0.12,512,2026
380.0,-0.3706691861152649,-0.0027668662369251,0.912759244441986,0.6,0.12,512,2026
381.0,-0.3688403367996216,-0.0138988615944981,0.8988603353500366,0.6,0.12,512,2026
382.0,-0.3661654591560364,-0.015783691778779,0.8830766677856445,0.6,0.12,512,2026
383.0,-0.3718442022800445,0.0079761780798435,0.8910528421401978,0.6,0.12,512,2026
384.0,-0.3766138553619385,0.0060200612060725,0.8970729112625122,0.6,0.12,512,2026
385.0,-0.3768362402915954,0.0038468171842396,0.9009197354316713,0.6,0.12,512,2026
386.0,-0.3823682367801666,1.7236487110494636e-05,0.9009369611740112,0.6,0.12,512,2026
387.0,-0.3725476562976837,-0.00013766461052,0.90079927444458,0.6,0.12,512,2026
388.0,-0.3806052803993225,0.0084958281368017,0.90929514169693,0.6,0.12,512,2026
389.0,-0.3731552064418793,0.019507560878992,0.9288026690483092,0.6,0.12,512,2026
390.0,-0.3746305108070373,0.003435777965933,0.9322384595870972,0.6,0.12,512,2026
391.0,-0.3706274032592773,0.0101424921303987,0.942380964756012,0.6,0.12,512,2026
392.0,-0.3683099150657654,-0.0031119699124246,0.9392690062522888,0.6,0.12,512,2026
393.0,-0.3730024695396423,0.0031861634925007,0.9424551725387572,0.6,0.12,512,2026
394.0,-0.3754008710384369,0.000400895893108,0.9428560733795166,0.6,0.12,512,2026
395.0,-0.3830522298812866,-0.0040659364312887,0.9387900829315186,0.6,0.12,512,2026
396.0,-0.3786012530326843,-0.0016979482024908,0.9370921850204468,0.6,0.12,512,2026
397.0,-0.3755781054496765,0.0039314553141593,0.9410236477851868,0.6,0.12,512,2026
398.0,-0.3784472942352295,-0.008419282734394,0.9326043128967284,0.6,0.12,512,2026
399.0,-0.3799453973770141,-0.0016638964880257,0.9309404492378236,0.6,0.12,512,2026
400.0,-0.3688472807407379,0.0002706218510866,0.9312110543251038,0.6,0.12,512,2026
401.0,-0.3761332929134369,0.0011407824931666,0.93235182762146,0.6,0.12,512,2026
402.0,-0.3674840033054352,0.0014619656139984,0.9338138103485109,0.6,0.12,512,2026
403.0,-0.3671994805335998,-0.0142243988811969,0.9195894002914428,0.6,0.12,512,2026
404.0,-0.3664090633392334,-0.010128772817552,0.9094606637954712,0.6,0.12,512,2026
405.0,-0.3725730180740356,0.01650320738554,0.925963819026947,0.6,0.12,512,2026
406.0,-0.3771774768829345,-0.0080548739060759,0.9179089665412904,0.6,0.12,512,2026
407.0,-0.3795810341835022,0.0129124224185943,0.930821418762207,0.6,0.12,512,2026
408.0,-0.3884387016296386,0.0079663237556815,0.9387876987457277,0.6,0.12,512,2026
409.0,-0.386765718460083,-0.0028905465733259,0.935897171497345,0.6,0.12,512,2026
410.0,-0.3880442082881927,0.0018757437355816,0.9377729296684264,0.6,0.12,512,2026
411.0,-0.3974192142486572,0.0043007428757846,0.94207364320755,0.6,0.12,512,2026
412.0,-0.3984820544719696,-0.0092385578900575,0.9328351020812988,0.6,0.12,512,2026
413.0,-0.3861247897148132,-0.007425476796925,0.9254096150398254,0.6,0.12,512,2026
414.0,-0.3895065188407898,-0.0191441588103771,0.9062654376029968,0.6,0.12,512,2026
415.0,-0.3855061531066894,0.005504788365215,0.911770224571228,0.6,0.12,512,2026
416.0,-0.3745277822017669,0.0031973216682672,0.9149675965309144,0.6,0.12,512,2026
417.0,-0.3651289939880371,-0.0112114986404776,0.9037560820579528,0.6,0.12,512,2026
418.0,-0.3674909472465515,0.0110096596181392,0.91476571559906,0.6,0.12,512,2026
419.0,-0.3674040138721466,0.0027550030499696,0.9175207614898682,0.6,0.12,512,2026
420.0,-0.3727229833602905,0.0039836284704506,0.9215043783187866,0.6,0.12,512,2026
421.0,-0.3731600344181061,0.0063109989278018,0.9278153777122498,0.6,0.12,512,2026
422.0,-0.3669607639312744,-0.0024496424011886,0.9253657460212708,0.6,0.12,512,2026
423.0,-0.3597207367420196,0.0042941765859723,0.929659903049469,0.6,0.12,512,2026
424.0,-0.3519196808338165,0.0223758015781641,0.9520357251167296,0.6,0.12,512,2026
425.0,-0.358140081167221,-9.542259067529812e-05,0.9519402980804444,0.6,0.12,512,2026
426.0,-0.3646686375141144,0.0125674605369567,0.9645077586174012,0.6,0.12,512,2026
427.0,-0.3522614538669586,-0.001696643535979,0.9628111124038696,0.6,0.12,512,2026
428.0,-0.3578830659389496,0.0083015579730272,0.9711126685142516,0.6,0.12,512,2026
429.0,-0.3618619441986084,-0.0056259967386722,0.9654866456985474,0.6,0.12,512,2026
430.0,-0.3625444173812866,-0.019519742578268,0.945966899394989,0.6,0.12,512,2026
431.0,-0.3668051362037658,0.0103323636576533,0.9562993049621582,0.6,0.12,512,2026
432.0,-0.3543081283569336,-0.0004584522976074,0.955840826034546,0.6,0.12,512,2026
433.0,-0.3570019602775574,0.0188999064266681,0.974740743637085,0.6,0.12,512,2026
434.0,-0.3629752099514007,-0.0089176390320062,0.9658231139183044,0.6,0.12,512,2026
435.0,-0.3562432527542114,-0.0009574950672686,0.9648656249046326,0.6,0.12,512,2026
436.0,-0.3734105825424194,0.006920859683305,0.9717864394187928,0.6,0.12,512,2026
437.0,-0.3752913177013397,0.0041741807945072,0.975960612297058,0.6,0.12,512,2026
438.0,-0.3797440230846405,-0.0235376451164484,0.9524229764938354,0.6,0.12,512,2026
439.0,-0.384193867444992,0.0006965611828491,0.9531195759773254,0.6,0.12,512,2026
440.0,-0.3720763623714447,0.0061043598689138,0.9592239260673524,0.6,0.12,512,2026
441.0,-0.3755061626434326,0.0155650889500975,0.974789023399353,0.6,0.12,512,2026
442.0,-0.3714649081230163,0.0146505609154701,0.9894395470619202,0.6,0.12,512,2026
443.0,-0.3590511381626129,-0.0059395306743681,0.9835000038146972,0.6,0.12,512,2026
444.0,-0.3556824326515198,-0.0066008009016513,0.9768992066383362,0.6,0.12,512,2026
445.0,-0.3635062873363495,-0.0297211147844791,0.9471781253814696,0.6,0.12,512,2026
446.0,-0.3616942763328552,0.0140431588515639,0.9612212777137756,0.6,0.12,512,2026
447.0,-0.3700694143772125,-0.0040412982925772,0.9571799635887146,0.6,0.12,512,2026
448.0,-0.3750312924385071,-0.0058571519330143,0.951322853565216,0.6,0.12,512,2026
449.0,-0.3737150728702545,-0.0091408835723996,0.9421819448471068,0.6,0.12,512,2026
450.0,-0.3634527325630188,0.0108689740300178,0.9530509114265442,0.6,0.12,512,2026
451.0,-0.367385059595108,0.0130694154649972,0.9661203026771544,0.6,0.12,512,2026
452.0,-0.3702987730503082,-0.0173413716256618,0.9487789869308472,0.6,0.12,512,2026
453.0,-0.3766493797302246,0.0052871508523821,0.9540660977363586,0.6,0.12,512,2026
454.0,-0.3792316913604736,0.0048878658562898,0.9589539766311646,0.6,0.12,512,2026
455.0,-0.3716055154800415,0.0026462851092219,0.9616002440452576,0.6,0.12,512,2026
456.0,-0.3825404644012451,0.0003488412185106,0.961949110031128,0.6,0.12,512,2026
457.0,-0.3750898838043213,-0.0113294571638107,0.950619637966156,0.6,0.12,512,2026
458.0,-0.3792372941970825,0.0078382389619946,0.958457887172699,0.6,0.12,512,2026
459.0,-0.3731210231781006,0.0015915170079097,0.9600493907928468,0.6,0.12,512,2026
460.0,-0.377492606639862,-0.0091441329568624,0.9509052634239196,0.6,0.12,512,2026
461.0,-0.3811501860618591,-0.0090284310281276,0.9418768286705016,0.6,0.12,512,2026
462.0,-0.3847006559371948,-0.0028128777630627,0.9390639662742616,0.6,0.12,512,2026
463.0,-0.383598119020462,-0.003246858716011,0.9358171224594116,0.6,0.12,512,2026
464.0,-0.3821951746940613,-0.0162258204072713,0.9195913076400756,0.6,0.12,512,2026
465.0,-0.3813261985778808,0.0105578079819679,0.9301490783691406,0.6,0.12,512,2026
466.0,-0.3765754401683807,-0.0175557043403387,0.9125933647155762,0.6,0.12,512,2026
467.0,-0.3756718039512634,-0.0016083879163488,0.910984992980957,0.6,0.12,512,2026
468.0,-0.374213308095932,-0.0087527772411704,0.9022322297096252,0.6,0.12,512,2026
469.0,-0.3730325996875763,-0.0068283095024526,0.8954039216041565,0.6,0.12,512,2026
470.0,-0.368167370557785,-0.0042951800860464,0.8911087512969971,0.6,0.12,512,2026
471.0,-0.3665950000286102,-0.0060518854297697,0.8850568532943726,0.6,0.12,512,2026
472.0,-0.3776394724845886,-0.0072267134673893,0.8778301477432251,0.6,0.12,512,2026
473.0,-0.3618644773960113,-0.0072007882408797,0.8706293702125549,0.6,0.12,512,2026
474.0,-0.373776376247406,-0.0047576250508427,0.8658717274665833,0.6,0.12,512,2026
475.0,-0.3737567663192749,-0.0042561222799122,0.8616155982017517,0.6,0.12,512,2026
476.0,-0.3757247030735016,0.0031692509073764,0.864784836769104,0.6,0.12,512,2026
477.0,-0.3654258251190185,-0.0248394384980201,0.8399454355239868,0.6,0.12,512,2026
478.0,-0.3780036568641662,-0.0161436945199966,0.8238016963005066,0.6,0.12,512,2026
479.0,-0.3736552000045776,-0.0103148063644766,0.8134869337081909,0.6,0.12,512,2026
480.0,-0.3767536282539367,-0.0074647390283644,0.8060221672058105,0.6,0.12,512,2026
481.0,-0.3763914704322815,0.00666573503986,0.812687873840332,0.6,0.12,512,2026
482.0,-0.3781068623065948,-0.0107556004077196,0.8019322752952576,0.6,0.12,512,2026
483.0,-0.3723920881748199,0.0060590370558202,0.8079913258552551,0.6,0.12,512,2026
484.0,-0.3770005106925964,0.0051195174455642,0.8131108283996582,0.6,0.12,512,2026
485.0,-0.3712912499904632,-0.0218037124723196,0.7913071513175964,0.6,0.12,512,2026
486.0,-0.3701386153697967,0.0043721050024032,0.7956792712211609,0.6,0.12,512,2026
487.0,-0.369264543056488,0.0066117430105805,0.8022909760475159,0.6,0.12,512,2026
488.0,-0.3626963794231415,-0.0080697815865278,0.7942212224006653,0.6,0.12,512,2026
489.0,-0.3822636008262634,-0.0032553961500525,0.7909657955169678,0.6,0.12,512,2026
490.0,-0.3846374154090881,0.0087860571220517,0.799751877784729,0.6,0.12,512,2026
491.0,-0.3832067549228668,-0.016898201778531,0.7828536629676819,0.6,0.12,512,2026
492.0,-0.3773687481880188,-0.0035428528208285,0.7793108224868774,0.6,0.12,512,2026
493.0,-0.3726944327354431,0.0040428712964057,0.7833536863327026,0.6,0.12,512,2026
494.0,-0.3633424043655395,-0.0026553741190582,0.780698299407959,0.6,0.12,512,2026
495.0,-0.3617898821830749,0.0003793000942096,0.7810776233673096,0.6,0.12,512,2026
496.0,-0.3644396662712097,0.0182268042117357,0.7993044257164001,0.6,0.12,512,2026
497.0,-0.3641939163208008,0.002376846037805,0.8016812801361084,0.6,0.12,512,2026
498.0,-0.3705240190029144,-0.0013887149980291,0.8002925515174866,0.6,0.12,512,2026
499.0,-0.3662984371185303,-0.0029240197036415,0.7973685264587402,0.6,0.12,512,2026
500.0,-0.3744904696941376,-0.0013711525825783,0.7959973812103271,0.6,0.12,512,2026
501.0,-0.3616650104522705,0.0038249350618571,0.7998223304748535,0.6,0.12,512,2026
502.0,-0.3688056766986847,0.0056088739074766,0.8054311871528625,0.6,0.12,512,2026
503.0,-0.3744871616363525,0.0067544099874794,0.8121855854988098,0.6,0.12,512,2026
504.0,-0.3799916803836822,-0.0091401264071464,0.8030454516410828,0.6,0.12,512,2026
505.0,-0.3712137043476105,0.0037659073714166,0.8068113923072815,0.6,0.12,512,2026
506.0,-0.3669673204421997,-0.0069380323402583,0.7998733520507812,0.6,0.12,512,2026
507.0,-0.35849329829216,0.0046091056428849,0.8044824600219727,0.6,0.12,512,2026
508.0,-0.3606233596801758,-0.0120909269899129,0.7923915386199951,0.6,0.12,512,2026
509.0,-0.3655255436897278,-0.0072822920046746,0.7851092219352722,0.6,0.12,512,2026
510.0,-0.360189139842987,-0.0084865605458617,0.7766226530075073,0.6,0.12,512,2026
511.0,-0.3510403633117676,-0.0195282362401485,0.7570944428443909,0.6,0.12,512,2026
512.0,-0.3596549332141876,-0.0062531479634344,0.7508412599563599,0.6,0.12,512,2026
513.0,-0.3666532933712005,-0.0130964256823062,0.7377448678016663,0.6,0.12,512,2026
514.0,-0.3650242686271667,-0.0036965510807931,0.7340483069419861,0.6,0.12,512,2026
515.0,-0.363882452249527,-0.0128668174147605,0.7211815118789673,0.6,0.12,512,2026
516.0,-0.3690731227397918,0.0026339280884712,0.7238154411315918,0.6,0.12,512,2026
517.0,-0.3694948256015777,-0.0056446259841322,0.7181708216667175,0.6,0.12,512,2026
518.0,-0.3833121061325073,-0.0047143753618001,0.713456392288208,0.6,0.12,512,2026
519.0,-0.3755812346935272,-0.0090591134503483,0.7043973207473755,0.6,0.12,512,2026
520.0,-0.3875487446784973,0.0011983604636043,0.7055956721305847,0.6,0.12,512,2026
521.0,-0.3883693516254425,-0.0100048268213868,0.6955908536911011,0.6,0.12,512,2026
522.0,-0.3924048840999603,0.0100587215274572,0.7056495547294617,0.6,0.12,512,2026
523.0,-0.381529301404953,0.0108996564522385,0.7165492177009583,0.6,0.12,512,2026
524.0,-0.3832800090312958,-0.0052787945605814,0.7112703919410706,0.6,0.12,512,2026
525.0,-0.370603859424591,-0.012887105345726,0.6983833312988281,0.6,0.12,512,2026
526.0,-0.3797840476036072,0.0010816404828801,0.6994649767875671,0.6,0.12,512,2026
527.0,-0.3781996071338653,0.0039823572151362,0.7034473419189453,0.6,0.12,512,2026
528.0,-0.3780114352703094,-0.0219934005290269,0.6814538836479187,0.6,0.12,512,2026
529.0,-0.3816840648651123,-0.0026671993546187,0.6787866950035095,0.6,0.12,512,2026
530.0,-0.3779408931732178,-0.0088122887536883,0.6699744462966919,0.6,0.12,512,2026
531.0,-0.3794136941432953,0.0061291111633181,0.6761035323143005,0.6,0.12,512,2026
532.0,-0.3740834295749664,-0.0168269965797662,0.65927654504776,0.6,0.12,512,2026
533.0,-0.3693908154964447,-0.0017316115554422,0.6575449109077454,0.6,0.12,512,2026
534.0,-0.3716949224472046,-0.0039804843254387,0.653564453125,0.6,0.12,512,2026
535.0,-0.380391001701355,-0.0052067730575799,0.6483576893806458,0.6,0.12,512,2026
536.0,-0.3791882693767547,-0.0103295873850584,0.638028085231781,0.6,0.12,512,2026
537.0,-0.3729825317859649,0.0221511721611022,0.6601792573928833,0.6,0.12,512,2026
538.0,-0.3809139430522918,-0.0017766864039003,0.6584025621414185,0.6,0.12,512,2026
539.0,-0.3852947950363159,-0.0094504775479435,0.648952066898346,0.6,0.12,512,2026
540.0,-0.375962883234024,-0.0007602637051604,0.6481918096542358,0.6,0.12,512,2026
541.0,-0.3781891763210296,-0.0063943560235202,0.6417974829673767,0.6,0.12,512,2026
542.0,-0.3823013305664062,-0.0242028255015611,0.6175946593284607,0.6,0.12,512,2026
543.0,-0.3715153038501739,0.0023973169736564,0.6199919581413269,0.6,0.12,512,2026
544.0,-0.3852625489234924,0.0145158553496003,0.6345078349113464,0.6,0.12,512,2026
545.0,-0.3843084275722503,-0.0009966769721359,0.6335111260414124,0.6,0.12,512,2026
546.0,-0.3850797414779663,0.0024795634672045,0.6359906792640686,0.6,0.12,512,2026
547.0,-0.3837529122829437,0.013925090432167,0.6499158143997192,0.6,0.12,512,2026
548.0,-0.380163311958313,0.00628432771191,0.656200110912323,0.6,0.12,512,2026
549.0,-0.3916480839252472,0.0209920052438974,0.6771921515464783,0.6,0.12,512,2026
550.0,-0.385117620229721,-0.0058661461807787,0.6713259816169739,0.6,0.12,512,2026
551.0,-0.3939859867095947,0.0100956102833151,0.6814215779304504,0.6,0.12,512,2026
552.0,-0.3853897452354431,0.0107397139072418,0.6921613216400146,0.6,0.12,512,2026
553.0,-0.3786668479442596,-0.0019897788297384,0.6901715397834778,0.6,0.12,512,2026
554.0,-0.3920214474201202,-0.001075014937669,0.6890965104103088,0.6,0.12,512,2026
555.0,-0.3911827802658081,0.0106373112648725,0.6997337937355042,0.6,0.12,512,2026
556.0,-0.3760446906089782,0.0217516180127859,0.721485435962677,0.6,0.12,512,2026
557.0,-0.3831917643547058,0.0003576012386474,0.7218430638313293,0.6,0.12,512,2026
558.0,-0.3776063024997711,0.0001711231452645,0.7220141887664795,0.6,0.12,512,2026
559.0,-0.3735368847846985,0.0120743112638592,0.7340884804725647,0.6,0.12,512,2026
560.0,-0.3826141655445099,0.0057865874841809,0.739875078201294,0.6,0.12,512,2026
561.0,-0.3824527859687805,-0.011346161365509,0.7285289168357849,0.6,0.12,512,2026
562.0,-0.3748297989368438,0.016270138323307,0.744799017906189,0.6,0.12,512,2026
563.0,-0.3808390200138092,0.0155428582802414,0.7603418827056885,0.6,0.12,512,2026
564.0,-0.367904931306839,-0.0027276445180177,0.757614254951477,0.6,0.12,512,2026
565.0,-0.3729143440723419,-0.0049152434803545,0.7526990175247192,0.6,0.12,512,2026
566.0,-0.3715401589870453,-0.0101458244025707,0.742553174495697,0.6,0.12,512,2026
567.0,-0.3705516755580902,0.0032389848493039,0.7457921504974365,0.6,0.12,512,2026
568.0,-0.3750378787517547,-0.0005156816332601,0.7452765107154846,0.6,0.12,512,2026
569.0,-0.3774911165237427,0.0101565178483724,0.7554330229759216,0.6,0.12,512,2026
570.0,-0.3843282163143158,-0.0002184449549531,0.7552145719528198,0.6,0.12,512,2026
571.0,-0.3809163868427276,0.0151014858856797,0.7703160643577576,0.6,0.12,512,2026
572.0,-0.3773463368415832,0.0041628559119999,0.7744789123535156,0.6,0.12,512,2026
573.0,-0.3761732280254364,-0.0126093123108148,0.7618696093559265,0.6,0.12,512,2026
574.0,-0.3785584270954132,-0.0141414059326052,0.747728168964386,0.6,0.12,512,2026
575.0,-0.3860729932785034,-0.0029000388458371,0.7448281645774841,0.6,0.12,512,2026
576.0,-0.3764253556728363,0.0074789300560951,0.7523070573806763,0.6,0.12,512,2026
577.0,-0.3739421367645263,-0.0037909515667706,0.7485161423683167,0.6,0.12,512,2026
578.0,-0.3762330710887909,0.0121506415307521,0.7606667876243591,0.6,0.12,512,2026
579.0,-0.3809217512607574,-0.0090954704210162,0.7515712976455688,0.6,0.12,512,2026
580.0,-0.3786218762397766,-0.0044140084646642,0.7471572756767273,0.6,0.12,512,2026
581.0,-0.3783207535743713,0.0003500302555039,0.7475073337554932,0.6,0.12,512,2026
582.0,-0.3687302470207214,0.0021768927108496,0.74968421459198,0.6,0.12,512,2026
583.0,-0.3757472336292267,-0.0120472712442278,0.737636923789978,0.6,0.12,512,2026
584.0,-0.3883834183216095,-0.0211978927254676,0.7164390683174133,0.6,0.12,512,2026
585.0,-0.3875740170478821,0.013727942481637,0.7301669716835022,0.6,0.12,512,2026
586.0,-0.3855168521404266,0.0020953614730387,0.732262372970581,0.6,0.12,512,2026
587.0,-0.3881223499774933,0.0004660555860027,0.7327284216880798,0.6,0.12,512,2026
588.0,-0.3820376396179199,-0.0073145879432559,0.7254137992858887,0.6,0.12,512,2026
589.0,-0.3840833604335785,-0.0149356769397854,0.7104781270027161,0.6,0.12,512,2026
590.0,-0.3854018449783325,-0.0087361009791493,0.7017420530319214,0.6,0.12,512,2026
591.0,-0.3876987993717193,-0.0150893647223711,0.686652660369873,0.6,0.12,512,2026
592.0,-0.3892359733581543,0.0026624391321092,0.689315140247345,0.6,0.12,512,2026
593.0,-0.3820038735866546,-0.0020564058795571,0.6872587203979492,0.6,0.12,512,2026
594.0,-0.3816651105880737,-0.0005424745031632,0.6867162585258484,0.6,0.12,512,2026
595.0,-0.3825848996639251,-0.0173026174306869,0.6694136261940002,0.6,0.12,512,2026
596.0,-0.3805536329746246,-0.0036717685870826,0.6657418608665466,0.6,0.12,512,2026
597.0,-0.3757450878620147,0.0207175016403198,0.6864593625068665,0.6,0.12,512,2026
598.0,-0.3838706612586975,-0.0174788478761911,0.6689804792404175,0.6,0.12,512,2026
599.0,-0.3737623989582062,-0.0277852416038513,0.6411952376365662,0.6,0.12,512,2026
600.0,-0.3702115714550018,0.0046905931085348,0.6458858251571655,0.6,0.12,512,2026
601.0,-0.3686400651931762,-0.0049360753037035,0.6409497857093811,0.6,0.12,512,2026
602.0,-0.3649164140224457,-0.0297509804368019,0.6111987829208374,0.6,0.12,512,2026
603.0,-0.3673810660839081,0.0075583569705486,0.6187571287155151,0.6,0.12,512,2026
604.0,-0.3681748807430267,0.0127311488613486,0.6314883232116699,0.6,0.12,512,2026
605.0,-0.3782856166362762,-0.0030608288943767,0.6284274458885193,0.6,0.12,512,2026
606.0,-0.3731803894042969,0.0137884644791483,0.6422159671783447,0.6,0.12,512,2026
607.0,-0.3751866817474365,-0.0094819497317075,0.6327340006828308,0.6,0.12,512,2026
608.0,-0.3818467557430267,-0.0086720511317253,0.6240619421005249,0.6,0.12,512,2026
609.0,-0.3880442082881927,0.0012102157343178,0.6252721548080444,0.6,0.12,512,2026
610.0,-0.3977673649787903,-0.0145270302891731,0.6107451319694519,0.6,0.12,512,2026
611.0,-0.3936188220977783,0.0042444574646651,0.6149895787239075,0.6,0.12,512,2026
612.0,-0.3877834379673004,0.0018164096400141,0.6168059706687927,0.6,0.12,512,2026
613.0,-0.3984575271606445,0.0034748287871479,0.6202808022499084,0.6,0.12,512,2026
614.0,-0.3979071974754333,-0.01033665984869,0.6099441647529602,0.6,0.12,512,2026
615.0,-0.3914214968681335,-0.0142384404316544,0.5957057476043701,0.6,0.12,512,2026
