t,x,dx,omega,H,lambda2,L,seed
301.0,0.7871806621551514,0.014620335772633553,-0.3835201561450958,0.6,0.12,512,2026
302.0,0.797462522983551,0.01028186734765768,-0.378025621175766,0.6,0.12,512,2026
303.0,0.7953217029571533,-0.0021408619359135628,-0.3772949278354645,0.6,0.12,512,2026
304.0,0.8038535714149475,0.008531884290277958,-0.3761313855648041,0.6,0.12,512,2026
305.0,0.8079785108566284,0.00412494782358408,-0.37992486357688904,0.6,0.12,512,2026
306.0,0.8230385184288025,0.01506002340465784,-0.3822774291038513,0.6,0.12,512,2026
307.0,0.8541680574417114,0.03112950548529625,-0.3943547308444977,0.6,0.12,512,2026
308.0,0.8635788559913635,0.009410831145942211,-0.3937548100948334,0.6,0.12,512,2026
309.0,0.8593047261238098,-0.004274151287972927,-0.3982639014720917,0.6,0.12,512,2026
310.0,0.8637599945068359,0.0044552781619131565,-0.4001581072807312,0.6,0.12,512,2026
311.0,0.8540906310081482,-0.009669392369687557,-0.39524248242378235,0.6,0.12,512,2026
312.0,0.8417457342147827,-0.012344850227236748,-0.39558371901512146,0.6,0.12,512,2026
313.0,0.8357207179069519,-0.006025048904120922,-0.38735145330429077,0.6,0.12,512,2026
314.0,0.818573534488678,-0.017147202044725418,-0.3821052014827728,0.6,0.12,512,2026
315.0,0.8165175914764404,-0.002055896446108818,-0.38295406103134155,0.6,0.12,512,2026
316.0,0.8018289804458618,-0.014688662253320217,-0.3883557915687561,0.6,0.12,512,2026
317.0,0.816718339920044,0.014889366924762726,-0.39249053597450256,0.6,0.12,512,2026
318.0,0.8196609020233154,0.002942577935755253,-0.3850378096103668,0.6,0.12,512,2026
319.0,0.8217270970344543,0.0020661905873566866,-0.37973499298095703,0.6,0.12,512,2026
320.0,0.8270555734634399,0.00532848434522748,-0.3874213993549347,0.6,0.12,512,2026
321.0,0.8112659454345703,-0.015789629891514778,-0.38112324476242065,0.6,0.12,512,2026
322.0,0.8034409284591675,-0.007825011387467384,-0.38755419850349426,0.6,0.12,512,2026
323.0,0.8110660314559937,0.007625118363648653,-0.38534265756607056,0.6,0.12,512,2026
324.0,0.8123593926429749,0.0012933553662151098,-0.3765592873096466,0.6,0.12,512,2026
325.0,0.8141195774078369,0.0017601684667170048,-0.38868460059165955,0.6,0.12,512,2026
326.0,0.807439923286438,-0.006679630372673273,-0.38699522614479065,0.6,0.12,512,2026
327.0,0.8079013228416443,0.0004613510682247579,-0.38146093487739563,0.6,0.12,512,2026
328.0,0.8081764578819275,0.00027513946406543255,-0.3746181130409241,0.6,0.12,512,2026
329.0,0.8194407224655151,0.01126430369913578,-0.37888118624687195,0.6,0.12,512,2026
330.0,0.830020546913147,0.010579787194728851,-0.3695119619369507,0.6,0.12,512,2026
331.0,0.8100903034210205,-0.019930217415094376,-0.3687511086463928,0.6,0.12,512,2026
332.0,0.801087498664856,-0.009002793580293655,-0.3690851330757141,0.6,0.12,512,2026
333.0,0.7917400598526001,-0.009347431361675262,-0.36313632130622864,0.6,0.12,512,2026
334.0,0.8059784770011902,0.014238404110074043,-0.36283519864082336,0.6,0.12,512,2026
335.0,0.8204013109207153,0.01442283671349287,-0.37529879808425903,0.6,0.12,512,2026
336.0,0.8172807097434998,-0.003120630281046033,-0.3675957918167114,0.6,0.12,512,2026
337.0,0.8171946406364441,-8.606977644376457e-05,-0.3747943341732025,0.6,0.12,512,2026
338.0,0.8176664113998413,0.00047177638043649495,-0.3708294928073883,0.6,0.12,512,2026
339.0,0.8358476161956787,0.018181217834353447,-0.37625887989997864,0.6,0.12,512,2026
340.0,0.8404024243354797,0.004554823972284794,-0.37305933237075806,0.6,0.12,512,2026
341.0,0.8408846855163574,0.00048224724014289677,-0.37529686093330383,0.6,0.12,512,2026
342.0,0.8453258872032166,0.004441197495907545,-0.37785837054252625,0.6,0.12,512,2026
343.0,0.8563345074653625,0.011008632369339466,-0.372361421585083,0.6,0.12,512,2026
344.0,0.8612833023071289,0.00494880136102438,-0.3777337968349457,0.6,0.12,512,2026
345.0,0.8783038258552551,0.017020517960190773,-0.3721596598625183,0.6,0.12,512,2026
346.0,0.884573757648468,0.006269935052841902,-0.36775243282318115,0.6,0.12,512,2026
347.0,0.8959814310073853,0.011407642625272274,-0.3770764470100403,0.6,0.12,512,2026
348.0,0.9021391868591309,0.006157750729471445,-0.36842456459999084,0.6,0.12,512,2026
349.0,0.9092298150062561,0.00709066865965724,-0.3700149655342102,0.6,0.12,512,2026
350.0,0.9098424911499023,0.0006126367370598018,-0.37193793058395386,0.6,0.12,512,2026
351.0,0.9207525849342346,0.010910116136074066,-0.37521427869796753,0.6,0.12,512,2026
352.0,0.9175037741661072,-0.003248787485063076,-0.3724386394023895,0.6,0.12,512,2026
353.0,0.9215375781059265,0.004033766686916351,-0.37390363216400146,0.6,0.12,512,2026
354.0,0.9316961765289307,0.010158593766391277,-0.3687926232814789,0.6,0.12,512,2026
355.0,0.9338312745094299,0.0021351254545152187,-0.3669506311416626,0.6,0.12,512,2026
356.0,0.942224383354187,0.00839308649301529,-0.3691767156124115,0.6,0.12,512,2026
357.0,0.9574549198150635,0.015230568125844002,-0.3686903417110443,0.6,0.12,512,2026
358.0,0.9616826176643372,0.004227689933031797,-0.37279173731803894,0.6,0.12,512,2026
359.0,0.9572628736495972,-0.0044197821989655495,-0.3650221526622772,0.6,0.12,512,2026
360.0,0.9471306204795837,-0.010132228024303913,-0.3592165410518646,0.6,0.12,512,2026
361.0,0.9326575398445129,-0.014473067596554756,-0.35858896374702454,0.6,0.12,512,2026
362.0,0.9293171763420105,-0.0033404072746634483,-0.35306379199028015,0.6,0.12,512,2026
363.0,0.9078022837638855,-0.021514855325222015,-0.35350286960601807,0.6,0.12,512,2026
364.0,0.9107677340507507,0.0029654314275830984,-0.35697370767593384,0.6,0.12,512,2026
365.0,0.9060018062591553,-0.00476590171456337,-0.3638826906681061,0.6,0.12,512,2026
366.0,0.9072505831718445,0.0012487797066569328,-0.37130773067474365,0.6,0.12,512,2026
367.0,0.9180885553359985,0.010837966576218605,-0.37406978011131287,0.6,0.12,512,2026
368.0,0.9128368496894836,-0.005251741502434015,-0.37452223896980286,0.6,0.12,512,2026
369.0,0.9014231562614441,-0.011413656175136566,-0.36468082666397095,0.6,0.12,512,2026
370.0,0.8940209150314331,-0.0074022854678332806,-0.3758969306945801,0.6,0.12,512,2026
371.0,0.8999780416488647,0.005957162939012051,-0.3793036937713623,0.6,0.12,512,2026
372.0,0.9019659757614136,0.0019879171159118414,-0.38039252161979675,0.6,0.12,512,2026
373.0,0.8992160558700562,-0.0027498865965753794,-0.37296929955482483,0.6,0.12,512,2026
374.0,0.901333749294281,0.0021176408044993877,-0.38305559754371643,0.6,0.12,512,2026
375.0,0.9027207493782043,0.0013870514230802655,-0.3850247859954834,0.6,0.12,512,2026
376.0,0.9000867009162903,-0.0026340933982282877,-0.3857884705066681,0.6,0.12,512,2026
377.0,0.8957899212837219,-0.0042967526242136955,-0.38710346817970276,0.6,0.12,512,2026
378.0,0.907051682472229,0.011261730454862118,-0.38331741094589233,0.6,0.12,512,2026
379.0,0.9155260920524597,0.008474431931972504,-0.3779173195362091,0.6,0.12,512,2026
380.0,0.9127592444419861,-0.002766866236925125,-0.3706691861152649,0.6,0.12,512,2026
381.0,0.8988603353500366,-0.013898861594498158,-0.3688403367996216,0.6,0.12,512,2026
382.0,0.8830766677856445,-0.01578369177877903,-0.3661654591560364,0.6,0.12,512,2026
383.0,0.8910528421401978,0.007976178079843521,-0.37184420228004456,0.6,0.12,512,2026
384.0,0.8970729112625122,0.006020061206072569,-0.3766138553619385,0.6,0.12,512,2026
385.0,0.9009197354316711,0.003846817184239626,-0.37683624029159546,0.6,0.12,512,2026
386.0,0.9009369611740112,1.7236487110494636e-05,-0.3823682367801666,0.6,0.12,512,2026
387.0,0.9007992744445801,-0.00013766461052000523,-0.3725476562976837,0.6,0.12,512,2026
388.0,0.9092951416969299,0.00849582813680172,-0.3806052803993225,0.6,0.12,512,2026
389.0,0.9288026690483093,0.01950756087899208,-0.3731552064418793,0.6,0.12,512,2026
390.0,0.9322384595870972,0.0034357779659330845,-0.37463051080703735,0.6,0.12,512,2026
391.0,0.942380964756012,0.01014249213039875,-0.37062740325927734,0.6,0.12,512,2026
392.0,0.9392690062522888,-0.0031119699124246836,-0.3683099150657654,0.6,0.12,512,2026
393.0,0.9424551725387573,0.003186163492500782,-0.37300246953964233,0.6,0.12,512,2026
394.0,0.9428560733795166,0.0004008958931080997,-0.3754008710384369,0.6,0.12,512,2026
395.0,0.9387900829315186,-0.004065936431288719,-0.3830522298812866,0.6,0.12,512,2026
396.0,0.9370921850204468,-0.0016979482024908066,-0.3786012530326843,0.6,0.12,512,2026
397.0,0.9410236477851868,0.003931455314159393,-0.3755781054496765,0.6,0.12,512,2026
398.0,0.9326043128967285,-0.008419282734394073,-0.3784472942352295,0.6,0.12,512,2026
399.0,0.9309404492378235,-0.0016638964880257845,-0.37994539737701416,0.6,0.12,512,2026
400.0,0.9312110543251038,0.0002706218510866165,-0.3688472807407379,0.6,0.12,512,2026
401.0,0.93235182762146,0.0011407824931666255,-0.3761332929134369,0.6,0.12,512,2026
402.0,0.9338138103485107,0.0014619656139984727,-0.3674840033054352,0.6,0.12,512,2026
403.0,0.9195894002914429,-0.014224398881196976,-0.36719948053359985,0.6,0.12,512,2026
404.0,0.9094606637954712,-0.01012877281755209,-0.3664090633392334,0.6,0.12,512,2026
405.0,0.925963819026947,0.01650320738554001,-0.37257301807403564,0.6,0.12,512,2026
406.0,0.9179089665412903,-0.008054873906075954,-0.37717747688293457,0.6,0.12,512,2026
407.0,0.930821418762207,0.01291242241859436,-0.3795810341835022,0.6,0.12,512,2026
408.0,0.9387876987457275,0.007966323755681515,-0.38843870162963867,0.6,0.12,512,2026
409.0,0.935897171497345,-0.0028905465733259916,-0.386765718460083,0.6,0.12,512,2026
410.0,0.9377729296684265,0.0018757437355816364,-0.38804420828819275,0.6,0.12,512,2026
411.0,0.94207364320755,0.0043007428757846355,-0.3974192142486572,0.6,0.12,512,2026
412.0,0.9328351020812988,-0.009238557890057564,-0.3984820544719696,0.6,0.12,512,2026
413.0,0.9254096150398254,-0.007425476796925068,-0.38612478971481323,0.6,0.12,512,2026
414.0,0.9062654376029968,-0.01914415881037712,-0.3895065188407898,0.6,0.12,512,2026
415.0,0.911770224571228,0.005504788365215063,-0.38550615310668945,0.6,0.12,512,2026
416.0,0.9149675965309143,0.00319732166826725,-0.37452778220176697,0.6,0.12,512,2026
417.0,0.9037560820579529,-0.011211498640477657,-0.3651289939880371,0.6,0.12,512,2026
418.0,0.9147657155990601,0.011009659618139267,-0.3674909472465515,0.6,0.12,512,2026
419.0,0.9175207614898682,0.002755003049969673,-0.3674040138721466,0.6,0.12,512,2026
420.0,0.9215043783187866,0.00398362847045064,-0.3727229833602905,0.6,0.12,512,2026
421.0,0.9278153777122498,0.0063109989278018475,-0.3731600344181061,0.6,0.12,512,2026
422.0,0.9253657460212708,-0.002449642401188612,-0.3669607639312744,0.6,0.12,512,2026
423.0,0.929659903049469,0.004294176585972309,-0.35972073674201965,0.6,0.12,512,2026
424.0,0.9520357251167297,0.0223758015781641,-0.35191968083381653,0.6,0.12,512,2026
425.0,0.9519402980804443,-9.542259067529812e-05,-0.35814008116722107,0.6,0.12,512,2026
426.0,0.9645077586174011,0.012567460536956787,-0.3646686375141144,0.6,0.12,512,2026
427.0,0.9628111124038696,-0.0016966435359790921,-0.3522614538669586,0.6,0.12,512,2026
428.0,0.9711126685142517,0.00830155797302723,-0.3578830659389496,0.6,0.12,512,2026
429.0,0.9654866456985474,-0.0056259967386722565,-0.3618619441986084,0.6,0.12,512,2026
430.0,0.945966899394989,-0.01951974257826805,-0.3625444173812866,0.6,0.12,512,2026
431.0,0.9562993049621582,0.010332363657653332,-0.36680513620376587,0.6,0.12,512,2026
432.0,0.9558408260345459,-0.0004584522976074368,-0.3543081283569336,0.6,0.12,512,2026
433.0,0.974740743637085,0.018899906426668167,-0.3570019602775574,0.6,0.12,512,2026
434.0,0.9658231139183044,-0.008917639032006264,-0.36297520995140076,0.6,0.12,512,2026
435.0,0.9648656249046326,-0.00095749506726861,-0.3562432527542114,0.6,0.12,512,2026
436.0,0.9717864394187927,0.006920859683305025,-0.37341058254241943,0.6,0.12,512,2026
437.0,0.9759606122970581,0.004174180794507265,-0.3752913177013397,0.6,0.12,512,2026
438.0,0.9524229764938354,-0.023537645116448402,-0.3797440230846405,0.6,0.12,512,2026
439.0,0.9531195759773254,0.0006965611828491092,-0.38419386744499207,0.6,0.12,512,2026
440.0,0.9592239260673523,0.006104359868913889,-0.3720763623714447,0.6,0.12,512,2026
441.0,0.974789023399353,0.015565088950097561,-0.3755061626434326,0.6,0.12,512,2026
442.0,0.9894395470619202,0.014650560915470123,-0.37146490812301636,0.6,0.12,512,2026
443.0,0.9835000038146973,-0.005939530674368143,-0.3590511381626129,0.6,0.12,512,2026
444.0,0.9768992066383362,-0.0066008009016513824,-0.3556824326515198,0.6,0.12,512,2026
445.0,0.9471781253814697,-0.02972111478447914,-0.3635062873363495,0.6,0.12,512,2026
446.0,0.9612212777137756,0.01404315885156393,-0.3616942763328552,0.6,0.12,512,2026
447.0,0.9571799635887146,-0.004041298292577267,-0.3700694143772125,0.6,0.12,512,2026
448.0,0.9513228535652161,-0.005857151933014393,-0.3750312924385071,0.6,0.12,512,2026
449.0,0.9421819448471069,-0.009140883572399616,-0.3737150728702545,0.6,0.12,512,2026
450.0,0.9530509114265442,0.010868974030017853,-0.3634527325630188,0.6,0.12,512,2026
451.0,0.9661203026771545,0.013069415464997292,-0.36738505959510803,0.6,0.12,512,2026
452.0,0.9487789869308472,-0.01734137162566185,-0.3702987730503082,0.6,0.12,512,2026
453.0,0.9540660977363586,0.005287150852382183,-0.3766493797302246,0.6,0.12,512,2026
454.0,0.9589539766311646,0.004887865856289864,-0.37923169136047363,0.6,0.12,512,2026
455.0,0.9616002440452576,0.0026462851092219353,-0.3716055154800415,0.6,0.12,512,2026
456.0,0.9619491100311279,0.00034884121851064265,-0.3825404644012451,0.6,0.12,512,2026
457.0,0.950619637966156,-0.01132945716381073,-0.3750898838043213,0.6,0.12,512,2026
458.0,0.958457887172699,0.007838238961994648,-0.3792372941970825,0.6,0.12,512,2026
459.0,0.9600493907928467,0.0015915170079097152,-0.3731210231781006,0.6,0.12,512,2026
460.0,0.9509052634239197,-0.00914413295686245,-0.37749260663986206,0.6,0.12,512,2026
461.0,0.9418768286705017,-0.00902843102812767,-0.38115018606185913,0.6,0.12,512,2026
462.0,0.9390639662742615,-0.0028128777630627155,-0.3847006559371948,0.6,0.12,512,2026
463.0,0.9358171224594116,-0.0032468587160110474,-0.38359811902046204,0.6,0.12,512,2026
464.0,0.9195913076400757,-0.016225820407271385,-0.3821951746940613,0.6,0.12,512,2026
465.0,0.9301490783691406,0.010557807981967926,-0.38132619857788086,0.6,0.12,512,2026
466.0,0.9125933647155762,-0.017555704340338707,-0.37657544016838074,0.6,0.12,512,2026
467.0,0.910984992980957,-0.0016083879163488746,-0.3756718039512634,0.6,0.12,512,2026
468.0,0.9022322297096252,-0.008752777241170406,-0.374213308095932,0.6,0.12,512,2026
469.0,0.8954039216041565,-0.006828309502452612,-0.3730325996875763,0.6,0.12,512,2026
470.0,0.8911087512969971,-0.004295180086046457,-0.36816737055778503,0.6,0.12,512,2026
471.0,0.8850568532943726,-0.006051885429769754,-0.36659500002861023,0.6,0.12,512,2026
472.0,0.8778301477432251,-0.007226713467389345,-0.3776394724845886,0.6,0.12,512,2026
473.0,0.8706293702125549,-0.007200788240879774,-0.36186447739601135,0.6,0.12,512,2026
474.0,0.8658717274665833,-0.004757625050842762,-0.373776376247406,0.6,0.12,512,2026
475.0,0.8616155982017517,-0.004256122279912233,-0.3737567663192749,0.6,0.12,512,2026
476.0,0.864784836769104,0.0031692509073764086,-0.3757247030735016,0.6,0.12,512,2026
477.0,0.8399454355239868,-0.024839438498020172,-0.36542582511901855,0.6,0.12,512,2026
478.0,0.8238016963005066,-0.016143694519996643,-0.37800365686416626,0.6,0.12,512,2026
479.0,0.8134869337081909,-0.01031480636447668,-0.37365520000457764,0.6,0.12,512,2026
480.0,0.8060221672058105,-0.00746473902836442,-0.37675362825393677,0.6,0.12,512,2026
481.0,0.812687873840332,0.00666573503986001,-0.3763914704322815,0.6,0.12,512,2026
482.0,0.8019322752952576,-0.010755600407719612,-0.37810686230659485,0.6,0.12,512,2026
483.0,0.8079913258552551,0.006059037055820227,-0.37239208817481995,0.6,0.12,512,2026
484.0,0.8131108283996582,0.00511951744556427,-0.37700051069259644,0.6,0.12,512,2026
485.0,0.7913071513175964,-0.021803712472319603,-0.37129124999046326,0.6,0.12,512,2026
486.0,0.7956792712211609,0.004372105002403259,-0.37013861536979675,0.6,0.12,512,2026
487.0,0.8022909760475159,0.00661174301058054,-0.36926454305648804,0.6,0.12,512,2026
488.0,0.7942212224006653,-0.008069781586527824,-0.3626963794231415,0.6,0.12,512,2026
489.0,0.7909657955169678,-0.0032553961500525475,-0.3822636008262634,0.6,0.12,512,2026
490.0,0.799751877784729,0.008786057122051716,-0.38463741540908813,0.6,0.12,512,2026
491.0,0.7828536629676819,-0.016898201778531075,-0.3832067549228668,0.6,0.12,512,2026
492.0,0.7793108224868774,-0.003542852820828557,-0.3773687481880188,0.6,0.12,512,2026
493.0,0.7833536863327026,0.004042871296405792,-0.3726944327354431,0.6,0.12,512,2026
494.0,0.780698299407959,-0.0026553741190582514,-0.36334240436553955,0.6,0.12,512,2026
495.0,0.7810776233673096,0.0003793000942096114,-0.36178988218307495,0.6,0.12,512,2026
496.0,0.7993044257164001,0.018226804211735725,-0.3644396662712097,0.6,0.12,512,2026
497.0,0.8016812801361084,0.0023768460378050804,-0.3641939163208008,0.6,0.12,512,2026
498.0,0.8002925515174866,-0.0013887149980291724,-0.37052401900291443,0.6,0.12,512,2026
499.0,0.7973685264587402,-0.002924019703641534,-0.3662984371185303,0.6,0.12,512,2026
500.0,0.7959973812103271,-0.001371152582578361,-0.3744904696941376,0.6,0.12,512,2026
501.0,0.7998223304748535,0.0038249350618571043,-0.3616650104522705,0.6,0.12,512,2026
502.0,0.8054311871528625,0.005608873907476664,-0.3688056766986847,0.6,0.12,512,2026
503.0,0.8121855854988098,0.006754409987479448,-0.37448716163635254,0.6,0.12,512,2026
504.0,0.8030454516410828,-0.009140126407146454,-0.37999168038368225,0.6,0.12,512,2026
505.0,0.8068113923072815,0.003765907371416688,-0.3712137043476105,0.6,0.12,512,2026
506.0,0.7998733520507812,-0.00693803234025836,-0.3669673204421997,0.6,0.12,512,2026
507.0,0.8044824600219727,0.00460910564288497,-0.35849329829216003,0.6,0.12,512,2026
508.0,0.7923915386199951,-0.012090926989912987,-0.3606233596801758,0.6,0.12,512,2026
509.0,0.7851092219352722,-0.007282292004674673,-0.3655255436897278,0.6,0.12,512,2026
510.0,0.7766226530075073,-0.008486560545861721,-0.36018913984298706,0.6,0.12,512,2026
511.0,0.7570944428443909,-0.019528236240148544,-0.3510403633117676,0.6,0.12,512,2026
512.0,0.7508412599563599,-0.006253147963434458,-0.3596549332141876,0.6,0.12,512,2026
513.0,0.7377448678016663,-0.01309642568230629,-0.36665329337120056,0.6,0.12,512,2026
514.0,0.7340483069419861,-0.0036965510807931423,-0.36502426862716675,0.6,0.12,512,2026
515.0,0.7211815118789673,-0.01286681741476059,-0.363882452249527,0.6,0.12,512,2026
516.0,0.7238154411315918,0.0026339280884712934,-0.36907312273979187,0.6,0.12,512,2026
517.0,0.7181708216667175,-0.00564462598413229,-0.36949482560157776,0.6,0.12,512,2026
518.0,0.713456392288208,-0.004714375361800194,-0.3833121061325073,0.6,0.12,512,2026
519.0,0.7043973207473755,-0.009059113450348377,-0.3755812346935272,0.6,0.12,512,2026
520.0,0.7055956721305847,0.001198360463604331,-0.3875487446784973,0.6,0.12,512,2026
521.0,0.6955908536911011,-0.010004826821386814,-0.3883693516254425,0.6,0.12,512,2026
522.0,0.7056495547294617,0.010058721527457237,-0.3924048840999603,0.6,0.12,512,2026
523.0,0.7165492177009583,0.01089965645223856,-0.381529301404953,0.6,0.12,512,2026
524.0,0.7112703919410706,-0.005278794560581446,-0.3832800090312958,0.6,0.12,512,2026
525.0,0.6983833312988281,-0.012887105345726013,-0.37060385942459106,0.6,0.12,512,2026
526.0,0.6994649767875671,0.0010816404828801751,-0.3797840476036072,0.6,0.12,512,2026
527.0,0.7034473419189453,0.00398235721513629,-0.37819960713386536,0.6,0.12,512,2026
528.0,0.6814538836479187,-0.021993400529026985,-0.37801143527030945,0.6,0.12,512,2026
529.0,0.6787866950035095,-0.0026671993546187878,-0.3816840648651123,0.6,0.12,512,2026
530.0,0.6699744462966919,-0.008812288753688335,-0.3779408931732178,0.6,0.12,512,2026
531.0,0.6761035323143005,0.006129111163318157,-0.3794136941432953,0.6,0.12,512,2026
532.0,0.65927654504776,-0.016826996579766273,-0.37408342957496643,0.6,0.12,512,2026
533.0,0.6575449109077454,-0.001731611555442214,-0.3693908154964447,0.6,0.12,512,2026
534.0,0.653564453125,-0.003980484325438738,-0.3716949224472046,0.6,0.12,512,2026
535.0,0.6483576893806458,-0.005206773057579994,-0.380391001701355,0.6,0.12,512,2026
536.0,0.638028085231781,-0.010329587385058403,-0.37918826937675476,0.6,0.12,512,2026
537.0,0.6601792573928833,0.022151172161102295,-0.37298253178596497,0.6,0.12,512,2026
538.0,0.6584025621414185,-0.001776686403900385,-0.38091394305229187,0.6,0.12,512,2026
539.0,0.648952066898346,-0.009450477547943592,-0.3852947950363159,0.6,0.12,512,2026
540.0,0.6481918096542358,-0.0007602637051604688,-0.37596288323402405,0.6,0.12,512,2026
541.0,0.6417974829673767,-0.006394356023520231,-0.37818917632102966,0.6,0.12,512,2026
542.0,0.6175946593284607,-0.024202825501561165,-0.38230133056640625,0.6,0.12,512,2026
543.0,0.6199919581413269,0.002397316973656416,-0.37151530385017395,0.6,0.12,512,2026
544.0,0.6345078349113464,0.014515855349600315,-0.38526254892349243,0.6,0.12,512,2026
545.0,0.6335111260414124,-0.0009966769721359015,-0.38430842757225037,0.6,0.12,512,2026
546.0,0.6359906792640686,0.0024795634672045708,-0.3850797414779663,0.6,0.12,512,2026
547.0,0.6499158143997192,0.013925090432167053,-0.3837529122829437,0.6,0.12,512,2026
548.0,0.656200110912323,0.006284327711910009,-0.380163311958313,0.6,0.12,512,2026
549.0,0.6771921515464783,0.020992005243897438,-0.3916480839252472,0.6,0.12,512,2026
550.0,0.6713259816169739,-0.005866146180778742,-0.38511762022972107,0.6,0.12,512,2026
551.0,0.6814215779304504,0.010095610283315182,-0.3939859867095947,0.6,0.12,512,2026
552.0,0.6921613216400146,0.010739713907241821,-0.3853897452354431,0.6,0.12,512,2026
553.0,0.6901715397834778,-0.0019897788297384977,-0.37866684794425964,0.6,0.12,512,2026
554.0,0.6890965104103088,-0.0010750149376690388,-0.39202144742012024,0.6,0.12,512,2026
555.0,0.6997337937355042,0.010637311264872551,-0.3911827802658081,0.6,0.12,512,2026
556.0,0.721485435962677,0.02175161801278591,-0.37604469060897827,0.6,0.12,512,2026
557.0,0.7218430638313293,0.00035760123864747584,-0.3831917643547058,0.6,0.12,512,2026
558.0,0.7220141887664795,0.0001711231452645734,-0.3776063024997711,0.6,0.12,512,2026
559.0,0.7340884804725647,0.012074311263859272,-0.3735368847846985,0.6,0.12,512,2026
560.0,0.739875078201294,0.005786587484180927,-0.3826141655445099,0.6,0.12,512,2026
561.0,0.7285289168357849,-0.011346161365509033,-0.3824527859687805,0.6,0.12,512,2026
562.0,0.744799017906189,0.016270138323307037,-0.37482979893684387,0.6,0.12,512,2026
563.0,0.7603418827056885,0.01554285828024149,-0.3808390200138092,0.6,0.12,512,2026
564.0,0.757614254951477,-0.002727644518017769,-0.367904931306839,0.6,0.12,512,2026
565.0,0.7526990175247192,-0.0049152434803545475,-0.3729143440723419,0.6,0.12,512,2026
566.0,0.742553174495697,-0.010145824402570724,-0.3715401589870453,0.6,0.12,512,2026
567.0,0.7457921504974365,0.003238984849303961,-0.3705516755580902,0.6,0.12,512,2026
568.0,0.7452765107154846,-0.0005156816332601011,-0.37503787875175476,0.6,0.12,512,2026
569.0,0.7554330229759216,0.01015651784837246,-0.3774911165237427,0.6,0.12,512,2026
570.0,0.7552145719528198,-0.0002184449549531564,-0.3843282163143158,0.6,0.12,512,2026
571.0,0.7703160643577576,0.015101485885679722,-0.38091638684272766,0.6,0.12,512,2026
572.0,0.7744789123535156,0.004162855911999941,-0.37734633684158325,0.6,0.12,512,2026
573.0,0.7618696093559265,-0.012609312310814857,-0.3761732280254364,0.6,0.12,512,2026
574.0,0.747728168964386,-0.014141405932605267,-0.3785584270954132,0.6,0.12,512,2026
575.0,0.7448281645774841,-0.0029000388458371162,-0.3860729932785034,0.6,0.12,512,2026
576.0,0.7523070573806763,0.007478930056095123,-0.3764253556728363,0.6,0.12,512,2026
577.0,0.7485161423683167,-0.003790951566770673,-0.37394213676452637,0.6,0.12,512,2026
578.0,0.7606667876243591,0.012150641530752182,-0.3762330710887909,0.6,0.12,512,2026
579.0,0.7515712976455688,-0.009095470421016216,-0.38092175126075745,0.6,0.12,512,2026
580.0,0.7471572756767273,-0.004414008464664221,-0.3786218762397766,0.6,0.12,512,2026
581.0,0.7475073337554932,0.0003500302555039525,-0.37832075357437134,0.6,0.12,512,2026
582.0,0.74968421459198,0.0021768927108496428,-0.36873024702072144,0.6,0.12,512,2026
583.0,0.737636923789978,-0.012047271244227886,-0.3757472336292267,0.6,0.12,512,2026
584.0,0.7164390683174133,-0.021197892725467682,-0.3883834183216095,0.6,0.12,512,2026
585.0,0.7301669716835022,0.013727942481637001,-0.3875740170478821,0.6,0.12,512,2026
586.0,0.732262372970581,0.0020953614730387926,-0.38551685214042664,0.6,0.12,512,2026
587.0,0.7327284216880798,0.0004660555860027671,-0.3881223499774933,0.6,0.12,512,2026
588.0,0.7254137992858887,-0.007314587943255901,-0.3820376396179199,0.6,0.12,512,2026
589.0,0.7104781270027161,-0.01493567693978548,-0.3840833604335785,0.6,0.12,512,2026
590.0,0.7017420530319214,-0.008736100979149342,-0.3854018449783325,0.6,0.12,512,2026
591.0,0.686652660369873,-0.015089364722371101,-0.38769879937171936,0.6,0.12,512,2026
592.0,0.689315140247345,0.0026624391321092844,-0.3892359733581543,0.6,0.12,512,2026
593.0,0.6872587203979492,-0.0020564058795571327,-0.38200387358665466,0.6,0.12,512,2026
594.0,0.6867162585258484,-0.0005424745031632483,-0.38166511058807373,0.6,0.12,512,2026
595.0,0.6694136261940002,-0.01730261743068695,-0.38258489966392517,0.6,0.12,512,2026
596.0,0.6657418608665466,-0.0036717685870826244,-0.38055363297462463,0.6,0.12,512,2026
597.0,0.6864593625068665,0.020717501640319824,-0.37574508786201477,0.6,0.12,512,2026
598.0,0.6689804792404175,-0.01747884787619114,-0.3838706612586975,0.6,0.12,512,2026
599.0,0.6411952376365662,-0.02778524160385132,-0.3737623989582062,0.6,0.12,512,2026
600.0,0.6458858251571655,0.004690593108534813,-0.37021157145500183,0.6,0.12,512,2026
601.0,0.6409497857093811,-0.0049360753037035465,-0.36864006519317627,0.6,0.12,512,2026
602.0,0.6111987829208374,-0.02975098043680191,-0.3649164140224457,0.6,0.12,512,2026
603.0,0.6187571287155151,0.00755835697054863,-0.3673810660839081,0.6,0.12,512,2026
604.0,0.6314883232116699,0.012731148861348629,-0.36817488074302673,0.6,0.12,512,2026
605.0,0.6284274458885193,-0.0030608288943767548,-0.37828561663627625,0.6,0.12,512,2026
606.0,0.6422159671783447,0.013788464479148388,-0.3731803894042969,0.6,0.12,512,2026
