t,x,dx,omega,H,lambda2,L,seed
607.0,0.6327340006828308,-0.009481949731707573,-0.3751866817474365,0.6,0.12,512,2026
608.0,0.6240619421005249,-0.008672051131725311,-0.38184675574302673,0.6,0.12,512,2026
609.0,0.6252721548080444,0.0012102157343178988,-0.38804420828819275,0.6,0.12,512,2026
610.0,0.6107451319694519,-0.014527030289173126,-0.3977673649787903,0.6,0.12,512,2026
611.0,0.6149895787239075,0.0042444574646651745,-0.3936188220977783,0.6,0.12,512,2026
612.0,0.6168059706687927,0.0018164096400141716,-0.3877834379673004,0.6,0.12,512,2026
613.0,0.6202808022499084,0.003474828787147999,-0.39845752716064453,0.6,0.12,512,2026
614.0,0.6099441647529602,-0.010336659848690033,-0.39790719747543335,0.6,0.12,512,2026
615.0,0.5957057476043701,-0.014238440431654453,-0.39142149686813354,0.6,0.12,512,2026
616.0,0.5849970579147339,-0.010708658024668694,-0.3898417055606842,0.6,0.12,512,2026
617.0,0.5791703462600708,-0.005826691631227732,-0.38579654693603516,0.6,0.12,512,2026
618.0,0.5749204754829407,-0.004249894991517067,-0.37733760476112366,0.6,0.12,512,2026
619.0,0.5825943946838379,0.0076739308424293995,-0.3772546052932739,0.6,0.12,512,2026
620.0,0.5864676833152771,0.00387330399826169,-0.3912529945373535,0.6,0.12,512,2026
621.0,0.578484833240509,-0.007982873357832432,-0.38716524839401245,0.6,0.12,512,2026
622.0,0.5835670232772827,0.0050821988843381405,-0.374092698097229,0.6,0.12,512,2026
623.0,0.570833683013916,-0.012733363546431065,-0.37433692812919617,0.6,0.12,512,2026
624.0,0.5621463656425476,-0.008687330409884453,-0.3869237005710602,0.6,0.12,512,2026
625.0,0.5570952296257019,-0.005051083862781525,-0.38428568840026855,0.6,0.12,512,2026
626.0,0.5842130184173584,0.027117760851979256,-0.3875945508480072,0.6,0.12,512,2026
627.0,0.5873042941093445,0.0030912873335182667,-0.37988677620887756,0.6,0.12,512,2026
628.0,0.6068074107170105,0.019503092393279076,-0.3855387568473816,0.6,0.12,512,2026
629.0,0.6088157296180725,0.002008338924497366,-0.3769620358943939,0.6,0.12,512,2026
630.0,0.620512068271637,0.011696336790919304,-0.3662068247795105,0.6,0.12,512,2026
631.0,0.6125645041465759,-0.007947595790028572,-0.36511093378067017,0.6,0.12,512,2026
632.0,0.6187875866889954,0.006223122589290142,-0.3550122082233429,0.6,0.12,512,2026
633.0,0.6111017465591431,-0.007685862481594086,-0.3501235842704773,0.6,0.12,512,2026
634.0,0.6124902367591858,0.001388475764542818,-0.35982903838157654,0.6,0.12,512,2026
635.0,0.6160070896148682,0.003516865661367774,-0.3608178496360779,0.6,0.12,512,2026
636.0,0.6148250699043274,-0.0011819882784038782,-0.3598822057247162,0.6,0.12,512,2026
637.0,0.6299195289611816,0.015094414353370667,-0.3532671332359314,0.6,0.12,512,2026
638.0,0.6324002146720886,0.0024807036388665438,-0.36057722568511963,0.6,0.12,512,2026
639.0,0.6409161686897278,0.008515969850122929,-0.35862621665000916,0.6,0.12,512,2026
640.0,0.6577501893043518,0.01683402992784977,-0.3641849458217621,0.6,0.12,512,2026
641.0,0.662461519241333,0.0047113336622715,-0.3753708302974701,0.6,0.12,512,2026
642.0,0.6736177802085876,0.011156238615512848,-0.36971405148506165,0.6,0.12,512,2026
643.0,0.6649529337882996,-0.008664843626320362,-0.3619280755519867,0.6,0.12,512,2026
644.0,0.6469659209251404,-0.017987005412578583,-0.3739921748638153,0.6,0.12,512,2026
645.0,0.6512945294380188,0.004328593146055937,-0.3820459544658661,0.6,0.12,512,2026
646.0,0.6404095888137817,-0.010884960182011127,-0.37661561369895935,0.6,0.12,512,2026
647.0,0.6364649534225464,-0.003944610245525837,-0.37066829204559326,0.6,0.12,512,2026
648.0,0.6396315693855286,0.0031666227150708437,-0.3710530400276184,0.6,0.12,512,2026
649.0,0.6623622179031372,0.022730672731995583,-0.3717609643936157,0.6,0.12,512,2026
650.0,0.682906448841095,0.020544176921248436,-0.36705106496810913,0.6,0.12,512,2026
651.0,0.6920126676559448,0.00910624023526907,-0.3686313331127167,0.6,0.12,512,2026
652.0,0.7016446590423584,0.009632010944187641,-0.3672460913658142,0.6,0.12,512,2026
653.0,0.721968948841095,0.020324278622865677,-0.3772389888763428,0.6,0.12,512,2026
654.0,0.7432876825332642,0.02131870947778225,-0.3823941648006439,0.6,0.12,512,2026
655.0,0.7489420771598816,0.00565442955121398,-0.3743821978569031,0.6,0.12,512,2026
656.0,0.7514009475708008,0.0024588853120803833,-0.3771570026874542,0.6,0.12,512,2026
657.0,0.7736610174179077,0.02226005494594574,-0.37017378211021423,0.6,0.12,512,2026
658.0,0.7992954254150391,0.025634368881583214,-0.3803943693637848,0.6,0.12,512,2026
659.0,0.79292231798172,-0.006373083684593439,-0.375338077545166,0.6,0.12,512,2026
660.0,0.797609269618988,0.004686966072767973,-0.3739090859889984,0.6,0.12,512,2026
661.0,0.8052894473075867,0.007680175360292196,-0.3764435946941376,0.6,0.12,512,2026
662.0,0.7808065414428711,-0.02448292449116707,-0.3810495436191559,0.6,0.12,512,2026
663.0,0.776730477809906,-0.004076036624610424,-0.3708881735801697,0.6,0.12,512,2026
664.0,0.7705211043357849,-0.006209410727024078,-0.37703147530555725,0.6,0.12,512,2026
665.0,0.7632103562355042,-0.007310736458748579,-0.37799760699272156,0.6,0.12,512,2026
666.0,0.7632603049278259,4.997205542167649e-05,-0.3825257122516632,0.6,0.12,512,2026
667.0,0.7597697377204895,-0.003490591421723366,-0.38172608613967896,0.6,0.12,512,2026
668.0,0.7666252255439758,0.006855482701212168,-0.3779398500919342,0.6,0.12,512,2026
669.0,0.7635975480079651,-0.003027650760486722,-0.3723747730255127,0.6,0.12,512,2026
670.0,0.7533004879951477,-0.01029708981513977,-0.37889859080314636,0.6,0.12,512,2026
671.0,0.7385280132293701,-0.014772435650229454,-0.3706290125846863,0.6,0.12,512,2026
672.0,0.7362057566642761,-0.002322302432730794,-0.37925368547439575,0.6,0.12,512,2026
673.0,0.7360220551490784,-0.00018370075849816203,-0.37946557998657227,0.6,0.12,512,2026
674.0,0.7289489507675171,-0.007073099724948406,-0.38371434807777405,0.6,0.12,512,2026
675.0,0.7013614177703857,-0.0275875311344862,-0.38520514965057373,0.6,0.12,512,2026
676.0,0.6949425935745239,-0.006418789271265268,-0.3836301267147064,0.6,0.12,512,2026
677.0,0.6858384609222412,-0.00910415779799223,-0.38364124298095703,0.6,0.12,512,2026
678.0,0.6810812950134277,-0.004757140763103962,-0.3826441168785095,0.6,0.12,512,2026
679.0,0.6764583587646484,-0.004622980020940304,-0.38778677582740784,0.6,0.12,512,2026
680.0,0.6931269764900208,0.01666863262653351,-0.3834024965763092,0.6,0.12,512,2026
681.0,0.7124315500259399,0.019304580986499786,-0.3806641101837158,0.6,0.12,512,2026
682.0,0.6978254914283752,-0.014606079086661339,-0.36648744344711304,0.6,0.12,512,2026
683.0,0.7121279239654541,0.014302478171885014,-0.37086501717567444,0.6,0.12,512,2026
684.0,0.7098414897918701,-0.00228643836453557,-0.36186811327934265,0.6,0.12,512,2026
685.0,0.7075987458229065,-0.0022427900694310665,-0.3549322485923767,0.6,0.12,512,2026
686.0,0.7135033011436462,0.005904609337449074,-0.35972222685813904,0.6,0.12,512,2026
687.0,0.7157333493232727,0.0022300384007394314,-0.35332244634628296,0.6,0.12,512,2026
688.0,0.6949349045753479,-0.02079848386347294,-0.3472929000854492,0.6,0.12,512,2026
689.0,0.6898991465568542,-0.005035716108977795,-0.3533773124217987,0.6,0.12,512,2026
690.0,0.6915719509124756,0.0016727660549804568,-0.35241320729255676,0.6,0.12,512,2026
691.0,0.6938966512680054,0.002324702451005578,-0.35481253266334534,0.6,0.12,512,2026
692.0,0.6924919486045837,-0.0014047103468328714,-0.35669487714767456,0.6,0.12,512,2026
693.0,0.6835631132125854,-0.008928823284804821,-0.34557533264160156,0.6,0.12,512,2026
694.0,0.6609536409378052,-0.02260943502187729,-0.36149948835372925,0.6,0.12,512,2026
695.0,0.6557807922363281,-0.005172851495444775,-0.36217546463012695,0.6,0.12,512,2026
696.0,0.6649344563484192,0.009153659455478191,-0.3578104078769684,0.6,0.12,512,2026
697.0,0.6607550978660583,-0.004179396200925112,-0.35435202717781067,0.6,0.12,512,2026
698.0,0.6422984004020691,-0.01845666766166687,-0.37206435203552246,0.6,0.12,512,2026
699.0,0.6416045427322388,-0.0006938833394087851,-0.3702249825000763,0.6,0.12,512,2026
700.0,0.6591648459434509,0.017560333013534546,-0.3609588146209717,0.6,0.12,512,2026
701.0,0.6431422829627991,-0.016022585332393646,-0.3641591966152191,0.6,0.12,512,2026
702.0,0.6233355402946472,-0.01980673521757126,-0.3804978132247925,0.6,0.12,512,2026
703.0,0.6084268093109131,-0.0149087430909276,-0.3737964630126953,0.6,0.12,512,2026
704.0,0.5960863828659058,-0.012340406887233257,-0.3779519498348236,0.6,0.12,512,2026
705.0,0.5844281315803528,-0.011658236384391785,-0.38153013586997986,0.6,0.12,512,2026
706.0,0.5856981873512268,0.0012700536753982306,-0.3829001188278198,0.6,0.12,512,2026
707.0,0.5689592361450195,-0.016738945618271828,-0.39022091031074524,0.6,0.12,512,2026
708.0,0.5467533469200134,-0.022205911576747894,-0.39338773488998413,0.6,0.12,512,2026
709.0,0.538613498210907,-0.008139856159687042,-0.3891400694847107,0.6,0.12,512,2026
710.0,0.5507311224937439,0.012117618694901466,-0.3975394666194916,0.6,0.12,512,2026
711.0,0.5407330393791199,-0.009998065419495106,-0.38581088185310364,0.6,0.12,512,2026
712.0,0.5556978583335876,0.014964810572564602,-0.3912535011768341,0.6,0.12,512,2026
713.0,0.5559331178665161,0.0002352429582970217,-0.38460472226142883,0.6,0.12,512,2026
714.0,0.5698107481002808,0.013877622783184052,-0.3718417286872864,0.6,0.12,512,2026
715.0,0.5588162541389465,-0.010994451120495796,-0.3651565611362457,0.6,0.12,512,2026
716.0,0.5445518493652344,-0.014264438301324844,-0.3706592917442322,0.6,0.12,512,2026
717.0,0.539664626121521,-0.00488720927387476,-0.37516629695892334,0.6,0.12,512,2026
718.0,0.5432595014572144,0.0035948646254837513,-0.37120673060417175,0.6,0.12,512,2026
719.0,0.539704442024231,-0.0035550598986446857,-0.3767715096473694,0.6,0.12,512,2026
720.0,0.5281030535697937,-0.01160137727856636,-0.38031575083732605,0.6,0.12,512,2026
721.0,0.5429317951202393,0.014828760176897049,-0.38411635160446167,0.6,0.12,512,2026
722.0,0.5350034832954407,-0.007928329519927502,-0.3750360310077667,0.6,0.12,512,2026
723.0,0.5207377672195435,-0.014265729114413261,-0.37639787793159485,0.6,0.12,512,2026
724.0,0.5059720277786255,-0.014765721745789051,-0.3871716260910034,0.6,0.12,512,2026
725.0,0.5273018479347229,0.021329794079065323,-0.3814525008201599,0.6,0.12,512,2026
726.0,0.5520033240318298,0.024701492860913277,-0.3749358355998993,0.6,0.12,512,2026
727.0,0.5502639412879944,-0.0017394025344401598,-0.3747660219669342,0.6,0.12,512,2026
728.0,0.551587700843811,0.0013238000683486462,-0.3776472508907318,0.6,0.12,512,2026
729.0,0.5573519468307495,0.005764218047261238,-0.37125295400619507,0.6,0.12,512,2026
730.0,0.5546632409095764,-0.0026886858977377415,-0.3759288191795349,0.6,0.12,512,2026
731.0,0.5539522171020508,-0.000711007509380579,-0.36304864287376404,0.6,0.12,512,2026
732.0,0.5454992651939392,-0.00845295935869217,-0.3645603358745575,0.6,0.12,512,2026
733.0,0.5522595047950745,0.006760191172361374,-0.3656916916370392,0.6,0.12,512,2026
734.0,0.5474218130111694,-0.004837671294808388,-0.36441805958747864,0.6,0.12,512,2026
735.0,0.550959050655365,0.003537217155098915,-0.37398359179496765,0.6,0.12,512,2026
736.0,0.5637205839157104,0.012761573307216167,-0.38233625888824463,0.6,0.12,512,2026
737.0,0.5562074780464172,-0.007513115648180246,-0.3756493330001831,0.6,0.12,512,2026
738.0,0.5576168894767761,0.0014094257494434714,-0.37774911522865295,0.6,0.12,512,2026
739.0,0.5666118264198303,0.008994937874376774,-0.3814033567905426,0.6,0.12,512,2026
740.0,0.5619723796844482,-0.004639471881091595,-0.37838271260261536,0.6,0.12,512,2026
741.0,0.5594776272773743,-0.0024947619531303644,-0.3717353940010071,0.6,0.12,512,2026
742.0,0.564171314239502,0.00469370698556304,-0.37308958172798157,0.6,0.12,512,2026
743.0,0.5658186674118042,0.0016473450232297182,-0.370776504278183,0.6,0.12,512,2026
744.0,0.5670562982559204,0.0012376168742775917,-0.3663049042224884,0.6,0.12,512,2026
745.0,0.5746789574623108,0.00762269739061594,-0.362289696931839,0.6,0.12,512,2026
746.0,0.5631674528121948,-0.011511552147567272,-0.36089199781417847,0.6,0.12,512,2026
747.0,0.5826671123504639,0.019499709829688072,-0.36294835805892944,0.6,0.12,512,2026
748.0,0.5664166212081909,-0.016250522807240486,-0.37067732214927673,0.6,0.12,512,2026
749.0,0.5470648407936096,-0.01935177855193615,-0.3716351389884949,0.6,0.12,512,2026
750.0,0.5305709838867188,-0.01649385876953602,-0.36969202756881714,0.6,0.12,512,2026
751.0,0.5367147326469421,0.006143778562545776,-0.37357163429260254,0.6,0.12,512,2026
752.0,0.5407307744026184,0.0040160249918699265,-0.36906322836875916,0.6,0.12,512,2026
753.0,0.5489909648895264,0.008260173723101616,-0.37353208661079407,0.6,0.12,512,2026
754.0,0.5540973544120789,0.005106400698423386,-0.37315690517425537,0.6,0.12,512,2026
755.0,0.5730063915252686,0.018909063190221786,-0.3705815076828003,0.6,0.12,512,2026
756.0,0.5656079649925232,-0.007398475892841816,-0.3616319000720978,0.6,0.12,512,2026
757.0,0.5486896634101868,-0.01691829413175583,-0.3623947501182556,0.6,0.12,512,2026
758.0,0.5550402998924255,0.006350661162286997,-0.35251355171203613,0.6,0.12,512,2026
759.0,0.5718773007392883,0.01683701016008854,-0.3590255677700043,0.6,0.12,512,2026
760.0,0.5803509950637817,0.00847368873655796,-0.35131576657295227,0.6,0.12,512,2026
761.0,0.5728693008422852,-0.007481729611754417,-0.35821646451950073,0.6,0.12,512,2026
762.0,0.583336353302002,0.010467094369232655,-0.3555966913700104,0.6,0.12,512,2026
763.0,0.549475908279419,-0.033860474824905396,-0.35850539803504944,0.6,0.12,512,2026
764.0,0.5569108128547668,0.00743488734588027,-0.36995750665664673,0.6,0.12,512,2026
765.0,0.5443188548088074,-0.012591914273798466,-0.34668269753456116,0.6,0.12,512,2026
766.0,0.5336702466011047,-0.010648643597960472,-0.3632234036922455,0.6,0.12,512,2026
767.0,0.516389012336731,-0.01728123426437378,-0.3590487241744995,0.6,0.12,512,2026
768.0,0.499424546957016,-0.016964437440037727,-0.3580997884273529,0.6,0.12,512,2026
769.0,0.49415796995162964,-0.005266595631837845,-0.36095499992370605,0.6,0.12,512,2026
770.0,0.4888465106487274,-0.0053114453330636024,-0.36129990220069885,0.6,0.12,512,2026
771.0,0.514939546585083,0.026093032211065292,-0.37039342522621155,0.6,0.12,512,2026
772.0,0.5120105743408203,-0.002928953617811203,-0.3726099729537964,0.6,0.12,512,2026
773.0,0.514046311378479,0.0020357160829007626,-0.3715711534023285,0.6,0.12,512,2026
774.0,0.5199437141418457,0.005897382739931345,-0.36786332726478577,0.6,0.12,512,2026
775.0,0.5117018818855286,-0.008241835050284863,-0.3711111843585968,0.6,0.12,512,2026
776.0,0.5172973275184631,0.0055954973213374615,-0.3771246373653412,0.6,0.12,512,2026
777.0,0.5265855193138123,0.009288134053349495,-0.37514716386795044,0.6,0.12,512,2026
778.0,0.5080220103263855,-0.01856350153684616,-0.3882940113544464,0.6,0.12,512,2026
779.0,0.48470252752304077,-0.023319460451602936,-0.3730928897857666,0.6,0.12,512,2026
780.0,0.49591758847236633,0.01121505256742239,-0.36648112535476685,0.6,0.12,512,2026
781.0,0.49903663992881775,0.0031190612353384495,-0.3676204979419708,0.6,0.12,512,2026
782.0,0.4992154836654663,0.00017884597764350474,-0.367199569940567,0.6,0.12,512,2026
783.0,0.5010829567909241,0.0018674582242965698,-0.3689928948879242,0.6,0.12,512,2026
784.0,0.49647268652915955,-0.004610270261764526,-0.3526127338409424,0.6,0.12,512,2026
785.0,0.5027621984481812,0.006289521232247353,-0.35616201162338257,0.6,0.12,512,2026
786.0,0.5110610127449036,0.008298806846141815,-0.363697350025177,0.6,0.12,512,2026
787.0,0.5158693790435791,0.0048083835281431675,-0.3613790273666382,0.6,0.12,512,2026
788.0,0.5178934931755066,0.002024091314524412,-0.36843326687812805,0.6,0.12,512,2026
789.0,0.5103765726089478,-0.007516918703913689,-0.3595649003982544,0.6,0.12,512,2026
790.0,0.5097770094871521,-0.000599579478148371,-0.3437969982624054,0.6,0.12,512,2026
791.0,0.5235024690628052,0.013725518248975277,-0.35748291015625,0.6,0.12,512,2026
792.0,0.5214644074440002,-0.0020380779169499874,-0.3562299311161041,0.6,0.12,512,2026
793.0,0.5039023756980896,-0.017562048509716988,-0.35569292306900024,0.6,0.12,512,2026
794.0,0.49681466817855835,-0.007087706122547388,-0.36332401633262634,0.6,0.12,512,2026
795.0,0.4861248731613159,-0.010689796879887581,-0.35785555839538574,0.6,0.12,512,2026
796.0,0.4751221239566803,-0.011002751998603344,-0.35663992166519165,0.6,0.12,512,2026
797.0,0.4781980812549591,0.0030759749934077263,-0.3551402688026428,0.6,0.12,512,2026
798.0,0.48449328541755676,0.006295187398791313,-0.35744374990463257,0.6,0.12,512,2026
799.0,0.4717389941215515,-0.012754294089972973,-0.3499913513660431,0.6,0.12,512,2026
800.0,0.4709753692150116,-0.0007636118098162115,-0.3629934787750244,0.6,0.12,512,2026
801.0,0.45823484659194946,-0.012740534730255604,-0.35657304525375366,0.6,0.12,512,2026
802.0,0.46674156188964844,0.008506722748279572,-0.3482016324996948,0.6,0.12,512,2026
803.0,0.44988906383514404,-0.016852501779794693,-0.35312435030937195,0.6,0.12,512,2026
804.0,0.43766194581985474,-0.012227123603224754,-0.3612562119960785,0.6,0.12,512,2026
805.0,0.4681328237056732,0.030470874160528183,-0.3664618134498596,0.6,0.12,512,2026
806.0,0.46605613827705383,-0.002076677745208144,-0.36697155237197876,0.6,0.12,512,2026
807.0,0.46211937069892883,-0.003936773166060448,-0.3645097315311432,0.6,0.12,512,2026
808.0,0.4636896550655365,0.001570281689055264,-0.35374242067337036,0.6,0.12,512,2026
809.0,0.45567795634269714,-0.008011681027710438,-0.35364753007888794,0.6,0.12,512,2026
810.0,0.44667333364486694,-0.00900463480502367,-0.36445656418800354,0.6,0.12,512,2026
811.0,0.429769903421402,-0.016903409734368324,-0.3693986237049103,0.6,0.12,512,2026
812.0,0.44625377655029297,0.016483867540955544,-0.36192604899406433,0.6,0.12,512,2026
813.0,0.43176916241645813,-0.014484609477221966,-0.36753416061401367,0.6,0.12,512,2026
814.0,0.4329260587692261,0.0011568897170946002,-0.37576228380203247,0.6,0.12,512,2026
815.0,0.4374397099018097,0.004513632506132126,-0.3714844882488251,0.6,0.12,512,2026
816.0,0.43492230772972107,-0.002517381915822625,-0.37912237644195557,0.6,0.12,512,2026
817.0,0.42413565516471863,-0.010786646977066994,-0.38441818952560425,0.6,0.12,512,2026
818.0,0.44707632064819336,0.022940663620829582,-0.38282257318496704,0.6,0.12,512,2026
819.0,0.4532058835029602,0.006129555404186249,-0.37055903673171997,0.6,0.12,512,2026
820.0,0.4479491710662842,-0.005256721284240484,-0.3716684579849243,0.6,0.12,512,2026
821.0,0.47169584035873413,0.023746678605675697,-0.3712567389011383,0.6,0.12,512,2026
822.0,0.49040329456329346,0.018707454204559326,-0.37912502884864807,0.6,0.12,512,2026
823.0,0.49623969197273254,0.005836382508277893,-0.3875526487827301,0.6,0.12,512,2026
824.0,0.5012070536613464,0.004967351444065571,-0.3743116855621338,0.6,0.12,512,2026
825.0,0.5052493214607239,0.0040422892197966576,-0.3834618628025055,0.6,0.12,512,2026
826.0,0.5056883096694946,0.0004389747919049114,-0.3655126094818115,0.6,0.12,512,2026
827.0,0.4941234290599823,-0.011564861983060837,-0.3728487491607666,0.6,0.12,512,2026
828.0,0.49921172857284546,0.0050882878713309765,-0.37957867980003357,0.6,0.12,512,2026
829.0,0.5078688859939575,0.008657149970531464,-0.3690949082374573,0.6,0.12,512,2026
830.0,0.4863625168800354,-0.021506348624825478,-0.3596857488155365,0.6,0.12,512,2026
831.0,0.49740979075431824,0.01104726456105709,-0.36658018827438354,0.6,0.12,512,2026
832.0,0.48797544836997986,-0.009434355422854424,-0.3724287152290344,0.6,0.12,512,2026
833.0,0.5036775469779968,0.015702109783887863,-0.38051092624664307,0.6,0.12,512,2026
834.0,0.5115984678268433,0.007920939475297928,-0.3757772743701935,0.6,0.12,512,2026
835.0,0.5081357955932617,-0.0034627087879925966,-0.37723127007484436,0.6,0.12,512,2026
836.0,0.5262293815612793,0.018093599006533623,-0.3684539198875427,0.6,0.12,512,2026
837.0,0.5321227312088013,0.005893343593925238,-0.3720721900463104,0.6,0.12,512,2026
838.0,0.5115005373954773,-0.020622162148356438,-0.37790584564208984,0.6,0.12,512,2026
839.0,0.5183075666427612,0.006806997116655111,-0.3777811825275421,0.6,0.12,512,2026
840.0,0.539015531539917,0.020707981660962105,-0.36833250522613525,0.6,0.12,512,2026
841.0,0.5380284786224365,-0.0009870477952063084,-0.3716428577899933,0.6,0.12,512,2026
842.0,0.5449534058570862,0.00692491140216589,-0.3733294606208801,0.6,0.12,512,2026
843.0,0.5500487089157104,0.005095307249575853,-0.3676782250404358,0.6,0.12,512,2026
844.0,0.5447254776954651,-0.0053232284262776375,-0.3762252926826477,0.6,0.12,512,2026
845.0,0.5527839064598083,0.008058441802859306,-0.37517768144607544,0.6,0.12,512,2026
846.0,0.5390329360961914,-0.013751002959907055,-0.37086787819862366,0.6,0.12,512,2026
847.0,0.5258772969245911,-0.013155590742826462,-0.37952712178230286,0.6,0.12,512,2026
848.0,0.5254108309745789,-0.00046650180593132973,-0.3813053071498871,0.6,0.12,512,2026
849.0,0.5107043981552124,-0.014706450514495373,-0.3901880383491516,0.6,0.12,512,2026
850.0,0.517177402973175,0.006473022047430277,-0.3852050304412842,0.6,0.12,512,2026
851.0,0.5186605453491211,0.0014831691514700651,-0.3858776092529297,0.6,0.12,512,2026
852.0,0.5140482187271118,-0.004612321965396404,-0.38778629899024963,0.6,0.12,512,2026
853.0,0.5136666893959045,-0.0003815713571384549,-0.38590359687805176,0.6,0.12,512,2026
854.0,0.5136757493019104,9.08052606973797e-06,-0.38617488741874695,0.6,0.12,512,2026
855.0,0.5205993056297302,0.006923536770045757,-0.38584086298942566,0.6,0.12,512,2026
856.0,0.5055733919143677,-0.015025910921394825,-0.3867557942867279,0.6,0.12,512,2026
857.0,0.49081990122795105,-0.014753474853932858,-0.38871532678604126,0.6,0.12,512,2026
858.0,0.48894062638282776,-0.0018792612245306373,-0.3923770785331726,0.6,0.12,512,2026
859.0,0.48726505041122437,-0.0016755834221839905,-0.3941890299320221,0.6,0.12,512,2026
860.0,0.4853932857513428,-0.0018717693164944649,-0.39761000871658325,0.6,0.12,512,2026
861.0,0.4842510521411896,-0.0011422476964071393,-0.39272695779800415,0.6,0.12,512,2026
862.0,0.4752838611602783,-0.008967188186943531,-0.3941316604614258,0.6,0.12,512,2026
863.0,0.47722363471984863,0.0019397683208808303,-0.38576483726501465,0.6,0.12,512,2026
864.0,0.47031691670417786,-0.0069067105650901794,-0.38048917055130005,0.6,0.12,512,2026
865.0,0.4570177495479584,-0.013299153186380863,-0.3742791414260864,0.6,0.12,512,2026
866.0,0.45205262303352356,-0.004965141881257296,-0.3823952078819275,0.6,0.12,512,2026
867.0,0.4488718509674072,-0.003180762054398656,-0.3835451006889343,0.6,0.12,512,2026
868.0,0.4787958860397339,0.029924018308520317,-0.385242223739624,0.6,0.12,512,2026
869.0,0.4789138734340668,0.00011799935600720346,-0.3910362422466278,0.6,0.12,512,2026
870.0,0.46363720297813416,-0.015276671387255192,-0.3967535197734833,0.6,0.12,512,2026
871.0,0.45488241314888,-0.008754795417189598,-0.3909686207771301,0.6,0.12,512,2026
872.0,0.46285194158554077,0.007969530299305916,-0.3862459659576416,0.6,0.12,512,2026
873.0,0.4589530825614929,-0.003898865543305874,-0.3883543610572815,0.6,0.12,512,2026
874.0,0.4616173505783081,0.002664273139089346,-0.3865240812301636,0.6,0.12,512,2026
875.0,0.45676302909851074,-0.0048543126322329044,-0.3759601414203644,0.6,0.12,512,2026
876.0,0.466614693403244,0.00985166896134615,-0.3724251091480255,0.6,0.12,512,2026
877.0,0.4621677100658417,-0.004446991719305515,-0.37154093384742737,0.6,0.12,512,2026
878.0,0.46670830249786377,0.004540601279586554,-0.37893107533454895,0.6,0.12,512,2026
879.0,0.4715580642223358,0.004849768243730068,-0.3752136826515198,0.6,0.12,512,2026
880.0,0.47002965211868286,-0.0015284331748262048,-0.3800318241119385,0.6,0.12,512,2026
881.0,0.46346887946128845,-0.0065607656724750996,-0.38159337639808655,0.6,0.12,512,2026
882.0,0.45856884121894836,-0.004900023806840181,-0.38401827216148376,0.6,0.12,512,2026
883.0,0.466134250164032,0.0075653912499547005,-0.38663363456726074,0.6,0.12,512,2026
884.0,0.4707844853401184,0.004650225397199392,-0.3878406286239624,0.6,0.12,512,2026
885.0,0.4677903950214386,-0.002994085196405649,-0.37776926159858704,0.6,0.12,512,2026
886.0,0.4650590121746063,-0.00273138377815485,-0.38196322321891785,0.6,0.12,512,2026
887.0,0.4735071063041687,0.008448095060884953,-0.3944490849971771,0.6,0.12,512,2026
888.0,0.47581472992897034,0.0023076257202774286,-0.38672250509262085,0.6,0.12,512,2026
889.0,0.4868019223213196,0.010987192392349243,-0.3850741982460022,0.6,0.12,512,2026
890.0,0.4998306930065155,0.0130287641659379,-0.38013002276420593,0.6,0.12,512,2026
891.0,0.5066370368003845,0.006806350313127041,-0.4002784490585327,0.6,0.12,512,2026
892.0,0.4906207025051117,-0.01601632684469223,-0.39441317319869995,0.6,0.12,512,2026
893.0,0.48913902044296265,-0.0014816925395280123,-0.38163045048713684,0.6,0.12,512,2026
894.0,0.470295786857605,-0.01884322613477707,-0.38719654083251953,0.6,0.12,512,2026
895.0,0.4688222110271454,-0.001473566167987883,-0.3816550374031067,0.6,0.12,512,2026
896.0,0.45796266198158264,-0.010859562084078789,-0.38144755363464355,0.6,0.12,512,2026
897.0,0.43985337018966675,-0.01810927875339985,-0.37345391511917114,0.6,0.12,512,2026
898.0,0.4254317283630371,-0.014421653002500534,-0.3725588321685791,0.6,0.12,512,2026
899.0,0.4159720242023468,-0.009459709748625755,-0.37471359968185425,0.6,0.12,512,2026
900.0,0.40668854117393494,-0.009283485822379589,-0.37355488538742065,0.6,0.12,512,2026
901.0,0.41283074021339417,0.006142218131572008,-0.3757948577404022,0.6,0.12,512,2026
902.0,0.4064613878726959,-0.006369361653923988,-0.37038904428482056,0.6,0.12,512,2026
903.0,0.4181472957134247,0.011685900390148163,-0.3731336295604706,0.6,0.12,512,2026
904.0,0.419775128364563,0.0016278543043881655,-0.36619997024536133,0.6,0.12,512,2026
905.0,0.4046787917613983,-0.015096334740519524,-0.36510688066482544,0.6,0.12,512,2026
906.0,0.40833553671836853,0.0036567216739058495,-0.366047739982605,0.6,0.12,512,2026
907.0,0.41743284463882446,0.00909731537103653,-0.3718169629573822,0.6,0.12,512,2026
908.0,0.42228350043296814,0.004850668366998434,-0.3628937602043152,0.6,0.12,512,2026
909.0,0.4392525255680084,0.016969019547104836,-0.37098801136016846,0.6,0.12,512,2026
910.0,0.454068124294281,0.014815608970820904,-0.3819158971309662,0.6,0.12,512,2026
911.0,0.44122114777565,-0.0128469942137599,-0.3836138844490051,0.6,0.12,512,2026
912.0,0.43925097584724426,-0.001970157027244568,-0.3692724406719208,0.6,0.12,512,2026
