T,H_true,lambda2_true,sample_idx,estimator,lambda2_proj,H_proj,zeta_mae,second_diff_norm,curvature_score,mrw_residual_norm,mono_residual_norm,mrw_vs_mono_gain,scaling_fit_quality,high_q_instability,warning_flags
512,0.4,0.03,7,mfdfa_quadratic,0.034737735986709595,0.421865314245224,0.03774401267369582,0.008182942867279053,0.19717049598693848,0.0007851446862332523,0.019075565040111542,0.9587900638580322,0.9910955933878823,0.1857730036559489,0.0
512,0.4,0.03,7,wavelet_leader_haar,1.0000003385357559e-06,0.41586917638778687,0.04177887002627051,0.004825100302696228,0.12579362094402313,0.011410179547965527,0.01094972062855959,0.0,0.9876167528943238,0.22249181507373322,0.0
512,0.4,0.03,7,wtmm_haar,1.0000003385357559e-06,0.39737069606781006,0.036550918420155835,0.006989181041717529,0.17389370501041412,0.020904041826725006,0.01928621530532837,0.0,0.9790484719805179,0.2216731771431389,0.0
512,0.4,0.03,8,structure_aggregated_ols,0.014244109392166138,0.37340933084487915,0.0444043480356535,0.003962457180023193,0.10526493936777115,0.0006718486547470093,0.007680187467485666,0.9124030470848083,0.9975111518841727,0.17536117107300436,0.0
512,0.4,0.03,8,mfdfa,0.05819135904312134,0.46015283465385437,0.10181461989879602,0.01265782117843628,0.27573513984680176,0.0029731641989201307,0.03224308416247368,0.9077609777450562,0.9956458018928703,0.1897597114348618,0.0
512,0.4,0.03,8,mfdfa_quadratic,0.02853304333984852,0.4517081081867218,0.09084591736396147,0.006712481379508972,0.16767290234565735,0.0006601313943974674,0.015671951696276665,0.957817018032074,0.9974430750894908,0.20520871145697728,0.0
512,0.4,0.03,8,wavelet_leader_haar,1.0000003385357559e-06,0.35944294929504395,0.06544144233067838,0.0017391741275787354,0.048716120421886444,0.006160803139209747,0.005508442874997854,0.0,0.9807302043303358,0.18557449853301855,0.0
512,0.4,0.03,8,wtmm_haar,1.0000003385357559e-06,0.351789265871048,0.07750389009714133,0.0035529732704162598,0.09634561091661453,0.0142773212864995,0.01260365080088377,0.0,0.9858156928053997,0.1887790920237229,0.0
512,0.4,0.03,9,structure_aggregated_ols,0.01876700110733509,0.4928935766220093,0.16450510144233696,0.003841415047645569,0.10387132316827774,0.0012868046760559082,0.010442639701068401,0.8766900300979614,0.9905575539004596,0.23373961205711047,0.0
512,0.4,0.03,9,mfdfa,0.05386485531926155,0.4114404022693634,0.0171738437811533,0.011628910899162292,0.2590334117412567,0.002836038591340184,0.02986607700586319,0.9050111174583435,0.9916353193288224,0.16847042661269002,0.0
512,0.4,0.03,9,mfdfa_quadratic,0.03062582015991211,0.38972288370132446,0.017790258228778902,0.006833955645561218,0.1704115867614746,0.0012862756848335266,0.016919611021876335,0.923922598361969,0.9875438392637541,0.17332742438505677,0.0
512,0.4,0.03,9,wavelet_leader_haar,1.0000003385357559e-06,0.36964982748031616,0.046621154050032365,0.003434598445892334,0.09325654059648514,0.009113798849284649,0.008564000017940998,0.0,0.9785673313435194,0.19557759574417638,0.0
512,0.4,0.03,9,wtmm_haar,1.0000003385357559e-06,0.36684128642082214,0.050516901214917566,0.0046001821756362915,0.12266594916582108,0.016687467694282532,0.01496946346014738,0.0,0.9869924020508177,0.19971477140289473,0.0
512,0.4,0.1,0,structure_aggregated_ols,0.014626412652432919,0.4318954348564148,0.07749887506167087,0.00398041307926178,0.1069260835647583,0.0004604160785675049,0.007871042005717754,0.9413854479789734,0.9910225593916572,0.20444033561558295,0.0
512,0.4,0.1,0,mfdfa,0.04790657386183739,0.47097694873809814,0.13258742988109581,0.009797319769859314,0.22827862203121185,0.0033311545848846436,0.02666112780570984,0.8750229477882385,0.9944723525049614,0.20310874268034917,0.0
512,0.4,0.1,0,mfdfa_quadratic,0.03306475281715393,0.4271719455718994,0.0629297440250714,0.007971376180648804,0.1932714730501175,0.0004723295569419861,0.018089769408106804,0.973835825920105,0.9838355240341826,0.1892907222829402,0.0
512,0.4,0.1,0,wavelet_leader_haar,0.0026634936220943928,0.401919960975647,0.05624462018410361,0.0007333904504776001,0.021461190655827522,0.00010053813457489014,0.001435173093341291,0.929299533367157,0.9660104381779394,0.198860593394304,0.0
512,0.4,0.1,0,wtmm_haar,1.0000003385357559e-06,0.37930652499198914,0.06515998343626656,0.003355741500854492,0.0920461118221283,0.011380776762962341,0.010311931371688843,0.0,0.9765060302694456,0.20122647005842398,0.0
512,0.4,0.1,1,structure_aggregated_ols,0.003007113467901945,0.410004198551178,0.06304983397324876,0.0020791292190551758,0.055710989981889725,0.001732622622512281,0.002209305763244629,0.21566389501094818,0.9965407807941725,0.20080800752159478,0.0
512,0.4,0.1,1,mfdfa,0.0639893114566803,0.4532271921634674,0.09916131397088362,0.013824626803398132,0.2938095033168793,0.003390982747077942,0.03546702489256859,0.904365062713623,0.9867795941986649,0.18236795660387273,0.0
512,0.4,0.1,1,mfdfa_quadratic,0.03765005245804787,0.4686489403247833,0.1291442955533663,0.009670749306678772,0.2249130755662918,0.0004132663307245821,0.020431391894817352,0.9797250032424927,0.9897349582370375,0.20559338208870437,0.0
512,0.4,0.1,1,wavelet_leader_haar,0.005696743261069059,0.3882255256175995,0.05195358097553251,0.0009431988000869751,0.028280073776841164,0.0007514755125157535,0.003214806318283081,0.7660071849822998,0.9922833500660303,0.1906073810092324,0.0
512,0.4,0.1,1,wtmm_haar,1.0000003385357559e-06,0.364566445350647,0.0674572482705116,0.002980366349220276,0.08236724138259888,0.01009167730808258,0.009136972017586231,0.0,0.9924163414432686,0.19247139780967126,0.0
512,0.4,0.1,2,structure_aggregated_ols,0.006303369998931885,0.334378182888031,0.10122939248879757,0.0017343312501907349,0.04936739057302475,0.000227799013373442,0.0033962551970034838,0.9326518177986145,0.9676089447210918,0.16222877666461621,0.0
512,0.4,0.1,2,mfdfa,0.04860470071434975,0.5034592151641846,0.18942469060420986,0.009696170687675476,0.22653144598007202,0.0038164854049682617,0.02713611163198948,0.8593260049819946,0.9809811473273408,0.21941354398957935,0.0
512,0.4,0.1,2,mfdfa_quadratic,0.01665222831070423,0.5119854211807251,0.20822437306245165,0.003890514373779297,0.10461922734975815,0.00042153894901275635,0.009149372577667236,0.9538227319717407,0.997314840579715,0.24396976641089807,0.0
512,0.4,0.1,2,wavelet_leader_haar,1.0000003385357559e-06,0.39099666476249695,0.06255082488059995,0.002524048089981079,0.0706399455666542,0.007388810161501169,0.006834998726844788,0.0,0.9622097516870151,0.20371797218507004,0.0
512,0.4,0.1,2,wtmm_haar,1.0000003385357559e-06,0.3787599205970764,0.0661762177944183,0.004413798451423645,0.11708629876375198,0.012117855250835419,0.011336001567542553,0.0,0.9789050516572376,0.2034765165786196,0.0
512,0.4,0.1,3,structure_aggregated_ols,0.017789626494050026,0.3310486674308777,0.1085490688681603,0.0040603578090667725,0.1085110530257225,0.0006401091814041138,0.009822279214859009,0.9347357153892517,0.9947027554936234,0.1529484522168565,0.0
512,0.4,0.1,3,mfdfa,0.05733299255371094,0.4476949870586395,0.09048856496810907,0.01209518313407898,0.26725339889526367,0.003492482006549835,0.03183520957827568,0.8902670741081238,0.9855112006051349,0.1846417604700939,0.0
512,0.4,0.1,3,mfdfa_quadratic,0.030723122879862785,0.4587438702583313,0.11323818514744434,0.006713181734085083,0.16788817942142487,0.0014767447719350457,0.01700819469988346,0.9131208062171936,0.9982479629368886,0.2079560507319786,0.0
512,0.4,0.1,3,wavelet_leader_haar,1.0000003385357559e-06,0.3648746907711029,0.06290378123521802,0.0015985965728759766,0.04356923699378967,0.0017200931906700134,0.0018424814334139228,0.06638973206281662,0.987293307029066,0.18595690134305226,0.0
