factor,window_id,time_index,metric,original_value,shuffled_value,gap
F-F_Momentum_Factor_daily:Mom,101,2025-08-28,f_alpha_width,0.0509039943215312,0.0348136528187013,0.0160903415028298
F-F_Momentum_Factor_daily:Mom,101,2025-08-28,logvol_cov_slope,0.0324091637835964,0.0182722875653758,0.0141368762182205
F-F_Research_Data_Factors_daily:HML,0,1928-03-15,lambda2,0.0257943417097184,0.0121838357018894,0.013610506007829
F-F_Research_Data_Factors_daily:HML,0,1928-03-15,p_MRW,0.7380453725610003,0.7139821575876245,0.0240632149733758
F-F_Research_Data_Factors_daily:HML,0,1928-03-15,f_alpha_width,0.0515886834194369,0.0243676714037791,0.0272210120156577
F-F_Research_Data_Factors_daily:HML,0,1928-03-15,logvol_cov_slope,0.0154147029955839,-0.0014129640914395,0.0168276670870234
F-F_Research_Data_Factors_daily:HML,1,1929-01-22,lambda2,0.015666784346133,0.006275705561582,0.009391078784551
F-F_Research_Data_Factors_daily:HML,1,1929-01-22,p_MRW,0.7250405310042738,0.7145547647120281,0.0104857662922457
F-F_Research_Data_Factors_daily:HML,1,1929-01-22,f_alpha_width,0.0313335686922657,0.0125514111231647,0.018782157569101
F-F_Research_Data_Factors_daily:HML,1,1929-01-22,logvol_cov_slope,0.0089855213818606,0.0046460143400096,0.0043395070418509
F-F_Research_Data_Factors_daily:HML,2,1929-12-05,lambda2,0.0043000298858305,0.0059121330677968,-0.0016121031819663
F-F_Research_Data_Factors_daily:HML,2,1929-12-05,p_MRW,0.6795084106881346,0.7070925758293332,-0.0275841651411985
F-F_Research_Data_Factors_daily:HML,2,1929-12-05,f_alpha_width,0.0086000597716609,0.0118242661355938,-0.0032242063639329
F-F_Research_Data_Factors_daily:HML,2,1929-12-05,logvol_cov_slope,0.008600059771661,-0.0258265774332473,0.0344266372049083
F-F_Research_Data_Factors_daily:HML,3,1930-10-09,lambda2,0.0139848592474927,0.0319792983024259,-0.0179944390549332
F-F_Research_Data_Factors_daily:HML,3,1930-10-09,p_MRW,0.7145536091525341,0.7298747492097306,-0.0153211400571965
F-F_Research_Data_Factors_daily:HML,3,1930-10-09,f_alpha_width,0.0279697184949856,0.0639585966048512,-0.0359888781098656
F-F_Research_Data_Factors_daily:HML,3,1930-10-09,logvol_cov_slope,0.0279697184949854,-0.0090381586524503,0.0370078771474357
F-F_Research_Data_Factors_daily:HML,4,1931-08-11,lambda2,0.0382633027249712,0.0233355525255669,0.0149277501994042
F-F_Research_Data_Factors_daily:HML,4,1931-08-11,p_MRW,0.7590346461558165,0.7237064763263279,0.0353281698294886
F-F_Research_Data_Factors_daily:HML,4,1931-08-11,f_alpha_width,0.0765266054499421,0.046671105051134,0.0298555003988081
F-F_Research_Data_Factors_daily:HML,4,1931-08-11,logvol_cov_slope,0.032543804398309,-0.0177202582499233,0.0502640626482324
F-F_Research_Data_Factors_daily:HML,5,1932-06-14,lambda2,0.0252318997389222,0.0152110370946065,0.0100208626443156
F-F_Research_Data_Factors_daily:HML,5,1932-06-14,p_MRW,0.725062055058736,0.7176751021650689,0.007386952893667
F-F_Research_Data_Factors_daily:HML,5,1932-06-14,f_alpha_width,0.0504637994778445,0.0304220741892131,0.0200417252886314
F-F_Research_Data_Factors_daily:HML,5,1932-06-14,logvol_cov_slope,-0.0009377249222169,-0.0105539899693776,0.0096162650471606
F-F_Research_Data_Factors_daily:HML,6,1933-04-28,lambda2,0.0070388665255944,0.008331788795602,-0.0012929222700076
F-F_Research_Data_Factors_daily:HML,6,1933-04-28,p_MRW,0.7082218427094573,0.7123021578238776,-0.0040803151144203
F-F_Research_Data_Factors_daily:HML,6,1933-04-28,f_alpha_width,0.014077733051189,0.0166635775912039,-0.0025858445400148
F-F_Research_Data_Factors_daily:HML,6,1933-04-28,logvol_cov_slope,-0.0117372655391481,-0.0048692524872779,-0.0068680130518701
F-F_Research_Data_Factors_daily:HML,7,1934-03-07,lambda2,0.0401474211681376,0.0195243718005755,0.0206230493675621
F-F_Research_Data_Factors_daily:HML,7,1934-03-07,p_MRW,0.7451098560030789,0.7208097523474477,0.0243001036556311
F-F_Research_Data_Factors_daily:HML,7,1934-03-07,f_alpha_width,0.0802948423362756,0.0390487436011506,0.0412460987351249
F-F_Research_Data_Factors_daily:HML,7,1934-03-07,logvol_cov_slope,0.0126359010021965,-0.0107630709935935,0.0233989719957901
F-F_Research_Data_Factors_daily:HML,8,1935-01-07,lambda2,0.0567345781293096,0.0182191026507885,0.038515475478521
F-F_Research_Data_Factors_daily:HML,8,1935-01-07,p_MRW,0.7593564539640508,0.7338051479061571,0.0255513060578936
F-F_Research_Data_Factors_daily:HML,8,1935-01-07,f_alpha_width,0.1134691562586197,0.0364382053015771,0.0770309509570426
F-F_Research_Data_Factors_daily:HML,8,1935-01-07,logvol_cov_slope,0.0158394231628226,0.0167117110533236,-0.000872287890501
F-F_Research_Data_Factors_daily:HML,9,1935-11-06,lambda2,0.0379840827944443,0.017254517746914,0.0207295650475302
F-F_Research_Data_Factors_daily:HML,9,1935-11-06,p_MRW,0.7526933387857149,0.7180957621568845,0.0345975766288303
F-F_Research_Data_Factors_daily:HML,9,1935-11-06,f_alpha_width,0.0759681655888887,0.0345090354938284,0.0414591300950603
F-F_Research_Data_Factors_daily:HML,9,1935-11-06,logvol_cov_slope,0.0231136426759145,-0.0262917477227007,0.0494053903986152
F-F_Research_Data_Factors_daily:HML,10,1936-09-05,lambda2,0.0372593852949914,0.0068354336243542,0.0304239516706372
F-F_Research_Data_Factors_daily:HML,10,1936-09-05,p_MRW,0.7634764562269433,0.7160368954810988,0.0474395607458444
F-F_Research_Data_Factors_daily:HML,10,1936-09-05,f_alpha_width,0.0745187705899831,0.0136708672487081,0.0608479033412749
F-F_Research_Data_Factors_daily:HML,10,1936-09-05,logvol_cov_slope,0.0394145783714255,0.0113162776947511,0.0280983006766743
F-F_Research_Data_Factors_daily:HML,11,1937-07-14,lambda2,0.0195215140526155,0.0240002919813284,-0.0044787779287128
F-F_Research_Data_Factors_daily:HML,11,1937-07-14,p_MRW,0.7201449949165927,0.7276653229294481,-0.0075203280128554
F-F_Research_Data_Factors_daily:HML,11,1937-07-14,f_alpha_width,0.0390430281052308,0.048000583962657,-0.0089575558574261
F-F_Research_Data_Factors_daily:HML,11,1937-07-14,logvol_cov_slope,-0.0194665128395229,0.0044382120514111,-0.023904724890934
F-F_Research_Data_Factors_daily:HML,12,1938-05-16,lambda2,0.0399937374548626,0.0031749740911549,0.0368187633637077
F-F_Research_Data_Factors_daily:HML,12,1938-05-16,p_MRW,0.7357433501357268,0.7075021693258309,0.0282411808098959
F-F_Research_Data_Factors_daily:HML,12,1938-05-16,f_alpha_width,0.0799874749097246,0.0063499481823094,0.0736375267274151
F-F_Research_Data_Factors_daily:HML,12,1938-05-16,logvol_cov_slope,-0.0036001608143493,-0.0097076952422541,0.0061075344279047
F-F_Research_Data_Factors_daily:HML,13,1939-03-18,lambda2,0.0312161209083728,0.0380126018270416,-0.0067964809186688
F-F_Research_Data_Factors_daily:HML,13,1939-03-18,p_MRW,0.7299442447731874,0.749580199179966,-0.0196359544067785
F-F_Research_Data_Factors_daily:HML,13,1939-03-18,f_alpha_width,0.0624322418167453,0.0760252036540833,-0.0135929618373379
F-F_Research_Data_Factors_daily:HML,13,1939-03-18,logvol_cov_slope,0.0005772211726122,0.0196034061228524,-0.0190261849502401
F-F_Research_Data_Factors_daily:HML,14,1940-01-18,lambda2,0.0701002670196418,0.0452493334133797,0.024850933606262
F-F_Research_Data_Factors_daily:HML,14,1940-01-18,p_MRW,0.7576401081499008,0.7402227501130555,0.0174173580368453
F-F_Research_Data_Factors_daily:HML,14,1940-01-18,f_alpha_width,0.1402005340392834,0.0904986668267597,0.0497018672125236
F-F_Research_Data_Factors_daily:HML,14,1940-01-18,logvol_cov_slope,-0.0119332349295556,-0.0144843920357325,0.0025511571061769
F-F_Research_Data_Factors_daily:HML,15,1940-11-18,lambda2,0.0850455143085494,0.0670272989201657,0.0180182153883836
F-F_Research_Data_Factors_daily:HML,15,1940-11-18,p_MRW,0.771797772714111,0.7550620555984144,0.0167357171156965
F-F_Research_Data_Factors_daily:HML,15,1940-11-18,f_alpha_width,0.1700910286170984,0.1340545978403311,0.0360364307767673
F-F_Research_Data_Factors_daily:HML,15,1940-11-18,logvol_cov_slope,0.0056765725554901,-0.0116721585112803,0.0173487310667705
F-F_Research_Data_Factors_daily:HML,16,1941-09-18,lambda2,0.0442254441478251,0.0041276315066191,0.0400978126412059
F-F_Research_Data_Factors_daily:HML,16,1941-09-18,p_MRW,0.7388670096093198,0.7040645964874642,0.0348024131218556
F-F_Research_Data_Factors_daily:HML,16,1941-09-18,f_alpha_width,0.0884508882956502,0.0082552630132385,0.0801956252824117
F-F_Research_Data_Factors_daily:HML,16,1941-09-18,logvol_cov_slope,0.0003470640543688,0.0070054876554877,-0.0066584236011189
F-F_Research_Data_Factors_daily:HML,17,1942-07-22,lambda2,0.0603048356621713,0.0232512288317618,0.0370536068304094
F-F_Research_Data_Factors_daily:HML,17,1942-07-22,p_MRW,0.7573495227654085,0.7240217722738516,0.0333277504915568
F-F_Research_Data_Factors_daily:HML,17,1942-07-22,f_alpha_width,0.1206096713243426,0.0465024576635236,0.0741072136608189
F-F_Research_Data_Factors_daily:HML,17,1942-07-22,logvol_cov_slope,0.0081224493124961,0.0001929063229733,0.0079295429895228
F-F_Research_Data_Factors_daily:HML,18,1943-05-24,lambda2,0.0382032357452537,0.028225762526008,0.0099774732192457
F-F_Research_Data_Factors_daily:HML,18,1943-05-24,p_MRW,0.7410647030894025,0.7272334141497524,0.0138312889396501
F-F_Research_Data_Factors_daily:HML,18,1943-05-24,f_alpha_width,0.0764064714905075,0.0564515250520165,0.0199549464384909
F-F_Research_Data_Factors_daily:HML,18,1943-05-24,logvol_cov_slope,0.0079178988577528,-0.0056955839488049,0.0136134828065578
F-F_Research_Data_Factors_daily:HML,19,1944-03-25,lambda2,0.0102813678202566,0.038062354952619,-0.0277809871323623
F-F_Research_Data_Factors_daily:HML,19,1944-03-25,p_MRW,0.7140457998253645,0.7341445323024801,-0.0200987324771155
F-F_Research_Data_Factors_daily:HML,19,1944-03-25,f_alpha_width,0.020562735640514,0.0761247099052383,-0.0555619742647243
F-F_Research_Data_Factors_daily:HML,19,1944-03-25,logvol_cov_slope,0.0013190378857124,-0.0197149751475475,0.0210340130332599
F-F_Research_Data_Factors_daily:HML,20,1945-01-29,lambda2,0.0173436694725726,0.0129857306306066,0.004357938841966
F-F_Research_Data_Factors_daily:HML,20,1945-01-29,p_MRW,0.727542395550747,0.7159804690202484,0.0115619265304985
F-F_Research_Data_Factors_daily:HML,20,1945-01-29,f_alpha_width,0.0346873389451453,0.0259714612612135,0.0087158776839317
F-F_Research_Data_Factors_daily:HML,20,1945-01-29,logvol_cov_slope,0.0099969681165816,-0.0150237214358509,0.0250206895524325
F-F_Research_Data_Factors_daily:HML,21,1945-12-17,lambda2,0.0203257176693508,0.0306683234917479,-0.010342605822397
F-F_Research_Data_Factors_daily:HML,21,1945-12-17,p_MRW,0.7212006320159772,0.7373342834306471,-0.0161336514146699
F-F_Research_Data_Factors_daily:HML,21,1945-12-17,f_alpha_width,0.0406514353387019,0.0613366469834962,-0.0206852116447943
F-F_Research_Data_Factors_daily:HML,21,1945-12-17,logvol_cov_slope,-0.0047479043613669,0.0101204183688112,-0.0148683227301781
F-F_Research_Data_Factors_daily:HML,22,1946-11-13,lambda2,0.0088287137525878,0.0185536589959581,-0.0097249452433703
F-F_Research_Data_Factors_daily:HML,22,1946-11-13,p_MRW,0.711667539988618,0.7212918922852921,-0.0096243522966741
F-F_Research_Data_Factors_daily:HML,22,1946-11-13,f_alpha_width,0.0176574275051759,0.0371073179919168,-0.0194498904867408
F-F_Research_Data_Factors_daily:HML,22,1946-11-13,logvol_cov_slope,-0.0030939688663272,0.0021350405518483,-0.0052290094181755
F-F_Research_Data_Factors_daily:HML,23,1947-10-04,lambda2,0.0192912591756305,0.0096403275179212,0.0096509316577092
F-F_Research_Data_Factors_daily:HML,23,1947-10-04,p_MRW,0.7362231371103385,0.7144363208615505,0.0217868162487879
F-F_Research_Data_Factors_daily:HML,23,1947-10-04,f_alpha_width,0.0385825183512613,0.0192806550358425,0.0193018633154187
F-F_Research_Data_Factors_daily:HML,23,1947-10-04,logvol_cov_slope,0.023555562981836,0.0017749189724705,0.0217806440093654
F-F_Research_Data_Factors_daily:HML,24,1948-08-23,lambda2,0.0081043480627688,0.0252942920303258,-0.017189943967557
F-F_Research_Data_Factors_daily:HML,24,1948-08-23,p_MRW,0.7117588164632438,0.7316690592349961,-0.0199102427717523
F-F_Research_Data_Factors_daily:HML,24,1948-08-23,f_alpha_width,0.0162086961255374,0.0505885840606514,-0.034379887935114
F-F_Research_Data_Factors_daily:HML,24,1948-08-23,logvol_cov_slope,-0.0120514181519473,0.0079701182244727,-0.02002153637642
F-F_Research_Data_Factors_daily:HML,25,1949-07-11,lambda2,0.0095111587470006,0.0409504843340627,-0.0314393255870621
F-F_Research_Data_Factors_daily:HML,25,1949-07-11,p_MRW,0.7133046730487184,0.7526644703598333,-0.0393597973111149
F-F_Research_Data_Factors_daily:HML,25,1949-07-11,f_alpha_width,0.019022317494001,0.0819009686681253,-0.0628786511741242
F-F_Research_Data_Factors_daily:HML,25,1949-07-11,logvol_cov_slope,-0.0215759061473966,0.020306814472373,-0.0418827206197697
F-F_Research_Data_Factors_daily:HML,26,1950-05-26,lambda2,0.0037976712245847,0.0,0.0037976712245847
F-F_Research_Data_Factors_daily:HML,26,1950-05-26,p_MRW,0.7074332501920766,0.7027074298649232,0.0047258203271534
F-F_Research_Data_Factors_daily:HML,26,1950-05-26,f_alpha_width,0.0075953424491691,1.1102230246251563e-16,0.007595342449169
F-F_Research_Data_Factors_daily:HML,26,1950-05-26,logvol_cov_slope,0.0010469885844712,-0.0243697306497918,0.025416719234263
F-F_Research_Data_Factors_daily:HML,27,1951-04-21,lambda2,0.0171300638629518,0.0200879305530234,-0.0029578666900716
F-F_Research_Data_Factors_daily:HML,27,1951-04-21,p_MRW,0.726127169663007,0.7206769998603192,0.0054501698026878
F-F_Research_Data_Factors_daily:HML,27,1951-04-21,f_alpha_width,0.034260127725904,0.0401758611060466,-0.0059157333801426
F-F_Research_Data_Factors_daily:HML,27,1951-04-21,logvol_cov_slope,0.024710321679923,-0.0308165339455204,0.0555268556254434
F-F_Research_Data_Factors_daily:HML,28,1952-03-14,lambda2,0.0155889811955932,0.034119809873712,-0.0185308286781188
F-F_Research_Data_Factors_daily:HML,28,1952-03-14,p_MRW,0.7229422645592579,0.7353106833488932,-0.0123684187896352
F-F_Research_Data_Factors_daily:HML,28,1952-03-14,f_alpha_width,0.0311779623911859,0.0682396197474241,-0.0370616573562381
F-F_Research_Data_Factors_daily:HML,28,1952-03-14,logvol_cov_slope,0.0182684488825295,0.0050754501982727,0.0131929986842568
F-F_Research_Data_Factors_daily:HML,29,1953-03-04,lambda2,0.0353100970016046,0.0436061411491578,-0.0082960441475532
F-F_Research_Data_Factors_daily:HML,29,1953-03-04,p_MRW,0.7581600522228094,0.7572927700474759,0.0008672821753334
F-F_Research_Data_Factors_daily:HML,29,1953-03-04,f_alpha_width,0.0706201940032094,0.0872122822983155,-0.0165920882951061
F-F_Research_Data_Factors_daily:HML,29,1953-03-04,logvol_cov_slope,0.0321883186387985,0.023749596419883,0.0084387222189155
F-F_Research_Data_Factors_daily:HML,30,1954-03-04,lambda2,0.0088066861788156,0.0364674277728262,-0.0276607415940106
F-F_Research_Data_Factors_daily:HML,30,1954-03-04,p_MRW,0.7022838745982427,0.7616735874935809,-0.0593897128953382
F-F_Research_Data_Factors_daily:HML,30,1954-03-04,f_alpha_width,0.0176133723576317,0.0729348555456524,-0.0553214831880207
F-F_Research_Data_Factors_daily:HML,30,1954-03-04,logvol_cov_slope,0.0176133723576313,0.0452648421983174,-0.0276514698406861
F-F_Research_Data_Factors_daily:HML,31,1955-03-03,lambda2,0.0110693358819788,0.0118298104418255,-0.0007604745598466
F-F_Research_Data_Factors_daily:HML,31,1955-03-03,p_MRW,0.7182931083537178,0.7150732742655181,0.0032198340881997
F-F_Research_Data_Factors_daily:HML,31,1955-03-03,f_alpha_width,0.0221386717639575,0.0236596208836505,-0.001520949119693
F-F_Research_Data_Factors_daily:HML,31,1955-03-03,logvol_cov_slope,0.0084799721824414,-0.0431541210946735,0.051634093277115
F-F_Research_Data_Factors_daily:HML,32,1956-03-02,lambda2,0.0119964449299324,0.0290844742232191,-0.0170880292932866
F-F_Research_Data_Factors_daily:HML,32,1956-03-02,p_MRW,0.7248137626024352,0.7274111440893576,-0.0025973814869223
F-F_Research_Data_Factors_daily:HML,32,1956-03-02,f_alpha_width,0.0239928898598649,0.0581689484464378,-0.0341760585865729
F-F_Research_Data_Factors_daily:HML,32,1956-03-02,logvol_cov_slope,0.015221537553388,-0.012294278681142,0.02751581623453
F-F_Research_Data_Factors_daily:HML,33,1957-03-05,lambda2,0.0336724085728246,0.0051430289444324,0.0285293796283922
F-F_Research_Data_Factors_daily:HML,33,1957-03-05,p_MRW,0.7456324997315628,0.7132607437560545,0.0323717559755082
F-F_Research_Data_Factors_daily:HML,33,1957-03-05,f_alpha_width,0.0673448171456488,0.0102860578888652,0.0570587592567836
F-F_Research_Data_Factors_daily:HML,33,1957-03-05,logvol_cov_slope,0.0180042738305776,0.0100781290449055,0.0079261447856721
F-F_Research_Data_Factors_daily:HML,34,1958-03-04,lambda2,0.0269780609461743,0.0276105527465796,-0.0006324918004052
F-F_Research_Data_Factors_daily:HML,34,1958-03-04,p_MRW,0.7297762244167363,0.7268500202944375,0.0029262041222988
F-F_Research_Data_Factors_daily:HML,34,1958-03-04,f_alpha_width,0.0539561218923488,0.0552211054931595,-0.0012649836008106
F-F_Research_Data_Factors_daily:HML,34,1958-03-04,logvol_cov_slope,0.0044552193318279,-0.0060552581683902,0.0105104775002181
F-F_Research_Data_Factors_daily:HML,35,1959-03-05,lambda2,0.0208260662992044,0.0223783083759453,-0.0015522420767409
F-F_Research_Data_Factors_daily:HML,35,1959-03-05,p_MRW,0.7218316590037047,0.7284863320119548,-0.00665467300825
F-F_Research_Data_Factors_daily:HML,35,1959-03-05,f_alpha_width,0.0416521325984088,0.0447566167518911,-0.0031044841534823
F-F_Research_Data_Factors_daily:HML,35,1959-03-05,logvol_cov_slope,-0.0001588111952158,0.0069547946336561,-0.007113605828872
F-F_Research_Data_Factors_daily:HML,36,1960-03-03,lambda2,0.0173864275680636,0.0190603961753106,-0.001673968607247
F-F_Research_Data_Factors_daily:HML,36,1960-03-03,p_MRW,0.7303278173897381,0.7301098160594954,0.0002180013302426
F-F_Research_Data_Factors_daily:HML,36,1960-03-03,f_alpha_width,0.0347728551361271,0.0381207923506216,-0.0033479372144944
F-F_Research_Data_Factors_daily:HML,36,1960-03-03,logvol_cov_slope,0.014319016952092,0.0381207923506213,-0.0238017753985292
F-F_Research_Data_Factors_daily:HML,37,1961-03-03,lambda2,0.0081433792915017,0.0208709000221417,-0.0127275207306399
F-F_Research_Data_Factors_daily:HML,37,1961-03-03,p_MRW,0.7177818034088338,0.7211082807429652,-0.0033264773341313
F-F_Research_Data_Factors_daily:HML,37,1961-03-03,f_alpha_width,0.0162867585830032,0.0417418000442831,-0.0254550414612799
F-F_Research_Data_Factors_daily:HML,37,1961-03-03,logvol_cov_slope,0.0162867585830035,-0.0096593328212471,0.0259460914042506
F-F_Research_Data_Factors_daily:HML,38,1962-03-06,lambda2,0.0,0.0,0.0
F-F_Research_Data_Factors_daily:HML,38,1962-03-06,p_MRW,0.6958916541494393,0.7021023713312647,-0.0062107171818254
F-F_Research_Data_Factors_daily:HML,38,1962-03-06,f_alpha_width,3.3306690738754696e-16,4.440892098500626e-16,-1.1102230246251563e-16
F-F_Research_Data_Factors_daily:HML,38,1962-03-06,logvol_cov_slope,-0.0111394461094555,-0.0132299863249446,0.002090540215489
F-F_Research_Data_Factors_daily:HML,39,1963-03-06,lambda2,0.0317013589785824,0.0196452454353943,0.0120561135431881
F-F_Research_Data_Factors_daily:HML,39,1963-03-06,p_MRW,0.7541698457868661,0.7224001155662816,0.0317697302205844
F-F_Research_Data_Factors_daily:HML,39,1963-03-06,f_alpha_width,0.0634027179571649,0.0392904908707889,0.024112227086376
F-F_Research_Data_Factors_daily:HML,39,1963-03-06,logvol_cov_slope,0.0443890745471657,0.0017378082182648,0.0426512663289009
F-F_Research_Data_Factors_daily:HML,40,1964-03-06,lambda2,0.065341544750861,0.037719983197017,0.027621561553844
F-F_Research_Data_Factors_daily:HML,40,1964-03-06,p_MRW,0.7933964777367646,0.7333255180222809,0.0600709597144837
F-F_Research_Data_Factors_daily:HML,40,1964-03-06,f_alpha_width,0.130683089501722,0.075439966394034,0.0552431231076879
F-F_Research_Data_Factors_daily:HML,40,1964-03-06,logvol_cov_slope,0.0547457955319881,-0.0450839503171529,0.0998297458491411
F-F_Research_Data_Factors_daily:HML,41,1965-03-08,lambda2,0.0482440505852316,0.0209067423600141,0.0273373082252174
F-F_Research_Data_Factors_daily:HML,41,1965-03-08,p_MRW,0.773298342433437,0.7208739506112126,0.0524243918222243
F-F_Research_Data_Factors_daily:HML,41,1965-03-08,f_alpha_width,0.0964881011704635,0.0418134847200284,0.0546746164504351
F-F_Research_Data_Factors_daily:HML,41,1965-03-08,logvol_cov_slope,0.0444959823275101,-0.0107157054521221,0.0552116877796323
F-F_Research_Data_Factors_daily:HML,42,1966-03-07,lambda2,0.0425911611427569,0.024456222970237,0.0181349381725199
F-F_Research_Data_Factors_daily:HML,42,1966-03-07,p_MRW,0.7710484079755124,0.7321881626016498,0.0388602453738626
F-F_Research_Data_Factors_daily:HML,42,1966-03-07,f_alpha_width,0.0851823222855139,0.0489124459404737,0.0362698763450402
F-F_Research_Data_Factors_daily:HML,42,1966-03-07,logvol_cov_slope,0.0462882065602555,0.0093715436376429,0.0369166629226126
F-F_Research_Data_Factors_daily:HML,43,1967-03-07,lambda2,0.0053572129342055,0.0061166921406051,-0.0007594792063996
F-F_Research_Data_Factors_daily:HML,43,1967-03-07,p_MRW,0.713577556975026,0.7102906844579726,0.0032868725170533
F-F_Research_Data_Factors_daily:HML,43,1967-03-07,f_alpha_width,0.0107144258684109,0.0122333842812099,-0.0015189584127989
F-F_Research_Data_Factors_daily:HML,43,1967-03-07,logvol_cov_slope,0.0043419865606344,0.0122333842812103,-0.0078913977205758
F-F_Research_Data_Factors_daily:HML,44,1968-03-07,lambda2,0.0230174786307492,0.0076271107020635,0.0153903679286856
F-F_Research_Data_Factors_daily:HML,44,1968-03-07,p_MRW,0.736921774986262,0.7137738026703095,0.0231479723159524
F-F_Research_Data_Factors_daily:HML,44,1968-03-07,f_alpha_width,0.046034957261498,0.0152542214041271,0.0307807358573709
F-F_Research_Data_Factors_daily:HML,44,1968-03-07,logvol_cov_slope,0.0164908146229703,0.0025738558149965,0.0139169588079738
F-F_Research_Data_Factors_daily:HML,45,1969-04-17,lambda2,0.0438738665043805,0.0129663962054118,0.0309074702989687
F-F_Research_Data_Factors_daily:HML,45,1969-04-17,p_MRW,0.7504895281046482,0.7178317386279631,0.032657789476685
F-F_Research_Data_Factors_daily:HML,45,1969-04-17,f_alpha_width,0.0877477330087606,0.0259327924108236,0.0618149405979369
F-F_Research_Data_Factors_daily:HML,45,1969-04-17,logvol_cov_slope,0.0146310932627652,0.0025859933925391,0.012045099870226
F-F_Research_Data_Factors_daily:HML,46,1970-04-17,lambda2,0.0201664817507283,0.0146577937284957,0.0055086880222326
F-F_Research_Data_Factors_daily:HML,46,1970-04-17,p_MRW,0.7343999551744305,0.7285117924644181,0.0058881627100123
F-F_Research_Data_Factors_daily:HML,46,1970-04-17,f_alpha_width,0.0403329635014567,0.0293155874569914,0.0110173760444652
F-F_Research_Data_Factors_daily:HML,46,1970-04-17,logvol_cov_slope,0.0169222162672878,0.013438218060501,0.0034839982067867
F-F_Research_Data_Factors_daily:HML,47,1971-04-15,lambda2,0.0405905277541648,0.0177486788311786,0.0228418489229862
F-F_Research_Data_Factors_daily:HML,47,1971-04-15,p_MRW,0.763065422137806,0.7195542256773574,0.0435111964604486
F-F_Research_Data_Factors_daily:HML,47,1971-04-15,f_alpha_width,0.0811810555083297,0.035497357662357,0.0456836978459727
F-F_Research_Data_Factors_daily:HML,47,1971-04-15,logvol_cov_slope,0.0348258196263805,-0.0242223590245638,0.0590481786509443
F-F_Research_Data_Factors_daily:HML,48,1972-04-12,lambda2,0.0894282387181691,0.0456109126794356,0.0438173260387334
F-F_Research_Data_Factors_daily:HML,48,1972-04-12,p_MRW,0.7979446566037971,0.7568570860769069,0.0410875705268901
F-F_Research_Data_Factors_daily:HML,48,1972-04-12,f_alpha_width,0.1788564774363386,0.0912218253588716,0.0876346520774669
F-F_Research_Data_Factors_daily:HML,48,1972-04-12,logvol_cov_slope,0.0397150419456451,0.0205625179481515,0.0191525239974935
F-F_Research_Data_Factors_daily:HML,49,1973-04-13,lambda2,0.0496591736546909,0.0347538977978919,0.0149052758567989
F-F_Research_Data_Factors_daily:HML,49,1973-04-13,p_MRW,0.7651475036751239,0.7467388890450974,0.0184086146300264
F-F_Research_Data_Factors_daily:HML,49,1973-04-13,f_alpha_width,0.0993183473093817,0.0695077955957834,0.0298105517135982
F-F_Research_Data_Factors_daily:HML,49,1973-04-13,logvol_cov_slope,0.029477715864456,0.0177479311423265,0.0117297847221295
F-F_Research_Data_Factors_daily:HML,50,1974-04-15,lambda2,0.0363927553403704,0.0305834486413254,0.005809306699045
F-F_Research_Data_Factors_daily:HML,50,1974-04-15,p_MRW,0.7516944041914467,0.7378690617336325,0.0138253424578141
F-F_Research_Data_Factors_daily:HML,50,1974-04-15,f_alpha_width,0.0727855106807415,0.0611668972826514,0.0116186133980901
F-F_Research_Data_Factors_daily:HML,50,1974-04-15,logvol_cov_slope,0.0234580888937823,0.0110285803022321,0.0124295085915502
F-F_Research_Data_Factors_daily:HML,51,1975-04-14,lambda2,0.0183342357876962,0.0122484421078851,0.006085793679811
F-F_Research_Data_Factors_daily:HML,51,1975-04-14,p_MRW,0.7288508940944546,0.7252893201833137,0.0035615739111408
F-F_Research_Data_Factors_daily:HML,51,1975-04-14,f_alpha_width,0.0366684715753928,0.0244968842157705,0.0121715873596223
F-F_Research_Data_Factors_daily:HML,51,1975-04-14,logvol_cov_slope,0.0103402757194081,0.0210872397629859,-0.0107469640435777
F-F_Research_Data_Factors_daily:HML,52,1976-04-09,lambda2,0.0229397969822851,0.0178859287159082,0.0050538682663768
F-F_Research_Data_Factors_daily:HML,52,1976-04-09,p_MRW,0.7389448197615001,0.7314566919111957,0.0074881278503043
F-F_Research_Data_Factors_daily:HML,52,1976-04-09,f_alpha_width,0.0458795939645697,0.0357718574318168,0.0101077365327528
F-F_Research_Data_Factors_daily:HML,52,1976-04-09,logvol_cov_slope,0.0204834118432952,0.015697628366847,0.0047857834764482
F-F_Research_Data_Factors_daily:HML,53,1977-04-11,lambda2,0.0223517908295434,0.0206384800522121,0.0017133107773313
F-F_Research_Data_Factors_daily:HML,53,1977-04-11,p_MRW,0.7335554872930451,0.7204545767542817,0.0131009105387633
F-F_Research_Data_Factors_daily:HML,53,1977-04-11,f_alpha_width,0.0447035816590858,0.0412769601044245,0.0034266215546613
F-F_Research_Data_Factors_daily:HML,53,1977-04-11,logvol_cov_slope,0.0447035816590868,-0.028813689729442,0.0735172713885289
F-F_Research_Data_Factors_daily:HML,54,1978-04-11,lambda2,0.0373339175440619,0.0346891012389959,0.0026448163050659
F-F_Research_Data_Factors_daily:HML,54,1978-04-11,p_MRW,0.7559261260449418,0.7308350378694511,0.0250910881754906
