factor,source_name,window_index,window_end,T,pred_lambda2_original,pred_lambda2_shuffled,pred_lambda2_block_shuffled,pred_lambda2_gap_shuffle,pred_lambda2_gap_block,p_MRW_original,p_MRW_shuffled,p_MRW_block_shuffled,p_MRW_gap_shuffle,p_MRW_gap_block,f_alpha_width_original,f_alpha_width_shuffled,f_alpha_width_block_shuffled,f_alpha_width_gap_shuffle,f_alpha_width_gap_block,logvol_cov_slope_original,logvol_cov_slope_shuffled,logvol_cov_slope_block_shuffled,logvol_cov_slope_gap_shuffle,logvol_cov_slope_gap_block,pred_H_original,pred_H_shuffled,pred_H_block_shuffled,pred_H_gap_shuffle,pred_H_gap_block
Mom,F-F_Momentum_Factor_daily:Mom,10,1937-01-11,512,0.0,0.0126502221223907,0.0296455732719509,-0.0126502221223907,-0.0296455732719509,0.7020219168026524,0.7196059309128806,0.7438514812404526,-0.0175840141102282,-0.0418295644378002,4.440892098500626e-16,0.0253004442447813,0.0592911465439018,-0.0253004442447809,-0.0592911465439014,-0.0152148717181488,0.0046530696190707,0.0186579866248187,-0.0198679413372195,-0.0338728583429675,0.4900896048558215,0.5163219249052695,0.5404000207206057,-0.0262323200494479,-0.0503104158647841
Mom,F-F_Momentum_Factor_daily:Mom,11,1937-11-13,512,0.1213910994129866,0.0633770448729467,0.1508720922051921,0.0580140545400398,-0.0294809927922054,0.8272319019868066,0.7525971365993073,0.8579386273834549,0.0746347653874993,-0.0307067253966483,0.2427821988259731,0.1267540897458931,0.3017441844103838,0.11602810908008,-0.0589619855844106,0.0564300154366038,-0.0029048063112002,0.0844536070654212,0.0593348217478041,-0.0280235916288174,0.293763402532692,0.4159856928151758,0.4393474154615833,-0.1222222902824837,-0.1455840129288912
Mom,F-F_Momentum_Factor_daily:Mom,12,1938-09-14,512,0.0372508160486567,0.0391424585623479,0.0695220742112148,-0.0018916425136912,-0.0322712581625581,0.7624515043734064,0.7453915393001787,0.8051468186810855,0.0170599650732277,-0.0426953143076791,0.0745016320973132,0.0782849171246957,0.1390441484224299,-0.0037832850273825,-0.0645425163251167,0.0442178151015176,0.0128437194646823,0.0999799378401965,0.0313740956368352,-0.0557621227386789,0.4786008443292611,0.4920358654672688,0.5150389560755622,-0.0134350211380077,-0.036438111746301
Mom,F-F_Momentum_Factor_daily:Mom,13,1939-07-18,512,0.0332159075859954,0.0379353167939893,0.0785816333207571,-0.0047194092079939,-0.0453657257347616,0.7571877378222651,0.7645002967272229,0.8115719405390199,-0.0073125589049577,-0.0543842027167548,0.066431815171991,0.0758706335879785,0.1571632666415146,-0.0094388184159874,-0.0907314514695235,0.0475377505665984,0.0401232174671945,0.0692690118279453,0.0074145330994038,-0.0217312612613469,0.4945823688958179,0.4685771873657328,0.4628656759461165,0.0260051815300851,0.0317166929497014
Mom,F-F_Momentum_Factor_daily:Mom,14,1940-05-18,512,0.1323423983413346,0.1074960766435911,0.152406094524873,0.0248463216977434,-0.0200636961835384,0.845243890300219,0.7830362801836886,0.8495049103214696,0.0622076101165303,-0.0042610200212506,0.2646847966826693,0.2149921532871819,0.3048121890497461,0.0496926433954874,-0.0401273923670768,0.0816652568981642,0.003529605750524,0.0684481330487577,0.0781356511476401,0.0132171238494064,0.5698369386097564,0.4686624997306904,0.5332179148158789,0.1011744388790659,0.0366190237938774
Mom,F-F_Momentum_Factor_daily:Mom,15,1941-03-21,512,0.1275086890478808,0.0536832167957381,0.1494849469152481,0.0738254722521427,-0.0219762578673673,0.8386678517807777,0.7339299765283774,0.847741299621142,0.1047378752524003,-0.0090734478403642,0.2550173780957616,0.1073664335914761,0.2989698938304967,0.1476509445042855,-0.0439525157347351,0.0754361033042085,0.0094961897899244,0.0670895809534739,0.065939913514284,0.0083465223507345,0.5617533894307633,0.5329718581157732,0.598976672513383,0.02878153131499,-0.0372232830826197
Mom,F-F_Momentum_Factor_daily:Mom,16,1942-01-21,512,0.0684561909951473,0.0348775202099231,0.0698806610062679,0.0335786707852241,-0.0014244700111205,0.7885126985259652,0.742610365941879,0.7936806227814399,0.0459023325840861,-0.0051679242554747,0.1369123819902945,0.0697550404198456,0.1397613220125354,0.0671573415704488,-0.0028489400222408,0.0432895257588256,0.0126859754110741,0.0500908356303859,0.0306035503477514,-0.0068013098715603,0.5064860035734543,0.4705545477157035,0.526132025628464,0.0359314558577508,-0.0196460220550096
Mom,F-F_Momentum_Factor_daily:Mom,17,1942-11-21,512,0.0595864285345922,0.0150423210920949,0.0635216294815421,0.0445441074424973,-0.0039352009469498,0.7527115079577958,0.7176695863231879,0.7663135452426397,0.0350419216346079,-0.0136020372848438,0.1191728570691843,0.0300846421841902,0.1270432589630843,0.089088214884994,-0.0078704018938999,0.0044573156642411,-0.005011009021478,0.0170351449231563,0.0094683246857192,-0.0125778292589151,0.617380782624489,0.4248150637567173,0.636533358328796,0.1925657188677717,-0.0191525757043069
Mom,F-F_Momentum_Factor_daily:Mom,18,1943-09-22,512,0.0151493645365935,0.0336875012817176,0.050196224553496,-0.0185381367451241,-0.0350468600169025,0.7179920740906902,0.7344933747779889,0.7813868938962575,-0.0165013006872987,-0.0633948198055672,0.0302987290731868,0.0673750025634348,0.1003924491069924,-0.0370762734902479,-0.0700937200338055,0.0017934311611468,0.0038685992067193,0.0510666126251306,-0.0020751680455725,-0.0492731814639838,0.5647817962641979,0.3990852328004638,0.4838820802648337,0.165696563463734,0.0808997159993641
Mom,F-F_Momentum_Factor_daily:Mom,19,1944-07-25,512,0.0301649055829973,0.0500754474196733,0.0906130027656381,-0.019910541836676,-0.0604480971826408,0.751550720124595,0.7493533815746043,0.8289052702186367,0.0021973385499907,-0.0773545500940416,0.0603298111659948,0.1001508948393473,0.1812260055312762,-0.0398210836733524,-0.1208961943652813,0.0479458515793734,0.0086088613693153,0.0928564433485683,0.039336990210058,-0.0449105917691948,0.5253394143733371,0.4661307900163954,0.4139999916192434,0.0592086243569416,0.1113394227540937
Mom,F-F_Momentum_Factor_daily:Mom,20,1945-06-01,512,0.0766184905664478,0.025897941249299,0.0725117182825459,0.0507205493171488,0.0041067722839019,0.8120523731371596,0.7259098703418454,0.7946492840476578,0.0861425027953142,0.0174030890895018,0.1532369811328954,0.0517958824985982,0.1450234365650915,0.1014410986342971,0.0082135445678038,0.0712791453500095,-0.0355160126881229,0.0499536221187385,0.1067951580381324,0.0213255232312709,0.3281925618682134,0.4342241526614637,0.4358722138440756,-0.1060315907932503,-0.1076796519758622
Mom,F-F_Momentum_Factor_daily:Mom,21,1946-04-22,512,0.0357225488361539,0.0307492312412078,0.0357932572429915,0.004973317594946,-7.070840683760793e-05,0.7603941723262119,0.7286006044544632,0.7530671088349604,0.0317935678717486,0.0073270634912514,0.0714450976723078,0.0614984624824157,0.0715865144859829,0.0099466351898921,-0.000141416813675,0.0484907232037457,-0.0147956553099921,0.02550298978672,0.0632863785137378,0.0229877334170257,0.3904189935143802,0.573660376210411,0.3400424654920016,-0.1832413826960307,0.0503765280223786
Mom,F-F_Momentum_Factor_daily:Mom,22,1947-03-17,512,0.0458266401670708,0.0142340684695181,0.0508343408831701,0.0315925716975527,-0.0050077007160992,0.775617659337485,0.7162841910754939,0.7726625868657191,0.0593334682619911,0.0029550724717659,0.0916532803341411,0.0284681369390364,0.1016686817663397,0.0631851433951047,-0.0100154014321985,0.0521997224786347,-0.042682841228145,0.0381113195562907,0.0948825637067798,0.014088402922344,0.421591411415629,0.3922147873330268,0.417378418069394,0.0293766240826022,0.004212993346235
Mom,F-F_Momentum_Factor_daily:Mom,23,1948-02-07,512,0.0539940025619295,0.0009877853315053,0.0969931251359138,0.0530062172304242,-0.0429991225739843,0.7865237460792996,0.7050551792780853,0.8385564467464492,0.0814685668012143,-0.0520327006671496,0.1079880051238587,0.0019755706630104,0.1939862502718271,0.1060124344608483,-0.0859982451479683,0.0690792683450858,-0.0263040238430835,0.1185968430384619,0.0953832921881694,-0.0495175746933761,0.5147234008589845,0.3945541160169808,0.5012211683583306,0.1201692848420036,0.0135022325006538
Mom,F-F_Momentum_Factor_daily:Mom,24,1948-12-31,512,0.0605171121586326,0.0233276472509192,0.0702375139619806,0.0371894649077133,-0.009720401803348,0.7922804943139166,0.7234655283534873,0.8007342973690855,0.0688149659604292,-0.0084538030551689,0.121034224317265,0.0466552945018379,0.1404750279239615,0.0743789298154271,-0.0194408036066964,0.0564740208975357,-0.0229196002649909,0.0607634450859749,0.0793936211625266,-0.0042894241884392,0.5351551955246465,0.5636939193385972,0.566695932850536,-0.0285387238139507,-0.0315407373258894
Mom,F-F_Momentum_Factor_daily:Mom,25,1949-11-23,512,0.0468264896560284,0.0232146920827978,0.0485361414942477,0.0236117975732306,-0.0017096518382193,0.7725520625687741,0.7231548798698003,0.7790654196282104,0.0493971826989737,-0.0065133570594363,0.0936529793120567,0.0464293841655957,0.0970722829884958,0.047223595146461,-0.003419303676439,0.0404718333694201,-0.010017630935212,0.0576906093057716,0.0504894643046322,-0.0172187759363514,0.4993060816383838,0.4673701683843366,0.4748287044795514,0.0319359132540472,0.0244773771588324
Mom,F-F_Momentum_Factor_daily:Mom,26,1950-10-17,512,0.0586813116925288,0.0494860273704809,0.0438524661090895,0.0091952843220479,0.0148288455834393,0.7778033063862979,0.7565660444977264,0.7593010746639971,0.0212372618885715,0.0185022317223008,0.1173626233850581,0.0989720547409618,0.0877049322181787,0.0183905686440962,0.0296576911668793,0.0376891517700511,0.0172663117753865,0.0256315994985414,0.0204228399946646,0.0120575522715097,0.4259109724103594,0.4297968474511164,0.4164413407426963,-0.003885875040757,0.009469631667663
Mom,F-F_Momentum_Factor_daily:Mom,27,1951-09-06,512,0.047010384406533,0.0333161600631679,0.0520733950338662,0.013694224343365,-0.0050630106273332,0.7666152759664334,0.7552059644088831,0.7842658958664209,0.0114093115575503,-0.0176506198999875,0.0940207688130658,0.0666323201263356,0.1041467900677326,0.0273884486867301,-0.0101260212546667,0.0332580712541866,0.0333569803123791,0.0560596815384569,-9.890905819252838e-05,-0.0228016102842703,0.4869214172532591,0.4824898886385323,0.4684691776309078,0.0044315286147267,0.0184522396223513
Mom,F-F_Momentum_Factor_daily:Mom,28,1952-07-23,512,0.027441088756504,0.0593155621957596,0.0743950039356408,-0.0318744734392555,-0.0469539151791368,0.7480009668269538,0.789327637572964,0.8129598020619715,-0.0413266707460101,-0.0649588352350176,0.0548821775130086,0.1186311243915194,0.1487900078712819,-0.0637489468785108,-0.0939078303582733,0.0359454172414484,0.0546855707954406,0.083923424038651,-0.0187401535539921,-0.0479780067972025,0.496973869556889,0.5774620926867797,0.5371741731843754,-0.0804882231298906,-0.0402003036274863
Mom,F-F_Momentum_Factor_daily:Mom,29,1953-07-24,512,0.0197822220679272,0.0285158929648962,0.0426763279728701,-0.0087336708969689,-0.0228941059049429,0.7345324836434469,0.7276592113327436,0.7448897458382604,0.0068732723107033,-0.0103572621948134,0.0395644441358542,0.0570317859297923,0.0853526559457403,-0.017467341793938,-0.0457882118098861,0.0185564244844972,-0.0055994109550021,0.0092133685215317,0.0241558354394994,0.0093430559629655,0.5240302239556464,0.4980416702873482,0.58716224904317,0.0259885536682981,-0.0631320250875236
Mom,F-F_Momentum_Factor_daily:Mom,30,1954-07-28,512,0.0719726373602259,0.0459730750610939,0.061906996718869,0.0259995622991319,0.0100656406413568,0.7920378372017143,0.7392573318432513,0.7840866898105951,0.052780505358463,0.0079511473911191,0.1439452747204517,0.0919461501221882,0.1238139934377385,0.0519991245982635,0.0201312812827131,0.0444191808845933,-0.0201946243082686,0.0446145490906598,0.0646138051928619,-0.0001953682060664,0.6443749207152787,0.6915957264967417,0.7218829236144918,-0.047220805781463,-0.0775080028992131
Mom,F-F_Momentum_Factor_daily:Mom,31,1955-07-27,512,0.0721781409135337,0.0477260194625313,0.0792485699427747,0.0244521214510023,-0.0070704290292409,0.809462330715176,0.7765482740208544,0.8115418418361786,0.0329140566943216,-0.0020795111210025,0.1443562818270675,0.095452038925063,0.1584971398855497,0.0489042429020044,-0.0141408580584821,0.0712567178396401,0.0454851834225455,0.0683501446606332,0.0257715344170946,0.0029065731790069,0.5733148535581098,0.5566851316620045,0.6001076901571594,0.0166297218961053,-0.0267928365990495
Mom,F-F_Momentum_Factor_daily:Mom,32,1956-07-26,512,0.0383678923127899,0.0037864525572201,0.0207085354059377,0.0345814397555698,0.0176593569068522,0.7638078571887483,0.7077073978229969,0.7226280831421513,0.0561004593657514,0.041179774046597,0.07673578462558,0.0075729051144403,0.0414170708118759,0.0691628795111397,0.0353187138137041,0.0400104936022777,-0.0107906386011034,0.0414170708118755,0.0508011322033811,-0.0014065772095977,0.5071999892978811,0.5050096627766598,0.5215908601297498,0.0021903265212213,-0.0143908708318686
Mom,F-F_Momentum_Factor_daily:Mom,33,1957-07-29,512,0.041619731293133,0.0337833109849178,0.0464832850955422,0.0078364203082152,-0.0048635538024092,0.7692981392070626,0.7439749477864532,0.776485066209001,0.0253231914206093,-0.0071869270019384,0.0832394625862662,0.0675666219698354,0.0929665701910847,0.0156728406164308,-0.0097271076048185,0.0418124251676527,0.0151260310452275,0.0548930326905131,0.0266863941224251,-0.0130806075228603,0.5791331660205356,0.5487687345488805,0.560444895913411,0.030364431471655,0.0186882701071245
Mom,F-F_Momentum_Factor_daily:Mom,34,1958-07-28,512,0.0662663439466407,0.0487028434003181,0.0498338337482462,0.0175635005463225,0.0164325101983945,0.7965716726822124,0.7792143745091931,0.7671051497671273,0.0173572981730193,0.0294665229150851,0.1325326878932813,0.0974056868006365,0.0996676674964924,0.0351270010926447,0.0328650203967888,0.0592372297680559,0.0631502784355695,0.032333856280645,-0.0039130486675135,0.0269033734874109,0.5073691281633441,0.4358603815225021,0.4588954197278367,0.0715087466408419,0.0484737084355074
Mom,F-F_Momentum_Factor_daily:Mom,35,1959-07-28,512,0.0683494506069488,0.0450490185183516,0.0728800340364146,0.0233004320885971,-0.0045305834294658,0.7867715534501596,0.7557097475759658,0.7951932477150264,0.0310618058741938,-0.0084216942648668,0.1366989012138973,0.0900980370367032,0.1457600680728296,0.0466008641771941,-0.0090611668589322,0.0405708259749861,0.01967477833924,0.0486314380407941,0.020896047635746,-0.008060612065808,0.5279163796659261,0.4664409698384492,0.4837496814789108,0.0614754098274769,0.0441666981870152
Mom,F-F_Momentum_Factor_daily:Mom,36,1960-07-27,512,0.0339563019911583,0.0180978798644681,0.0390788972704298,0.0158584221266901,-0.0051225952792715,0.7430602498819585,0.7192173159887787,0.7548410815785374,0.0238429338931798,-0.0117808316965788,0.0679126039823169,0.0361957597289366,0.0781577945408596,0.0317168442533802,-0.0102451905585427,0.0139509666144855,-0.0177803498273411,0.0244126518085447,0.0317313164418266,-0.0104616851940591,0.5862240884818835,0.5521417272618743,0.5853686332947903,0.0340823612200091,0.0008554551870931
Mom,F-F_Momentum_Factor_daily:Mom,37,1961-07-28,512,0.0374404643016711,0.0289710257136683,0.0660842295277267,0.0084694385880028,-0.0286437652260556,0.7425364502101242,0.7449586387419559,0.7926976461289589,-0.0024221885318317,-0.0501611959188347,0.0748809286033429,0.0579420514273368,0.1321684590554538,0.016938877176006,-0.0572875304521108,0.0102191586970855,0.0211737532442824,0.0527509416645733,-0.0109545945471968,-0.0425317829674877,0.570911337628344,0.552961936914151,0.5784018735786307,0.017949400714193,-0.0074905359502867
Mom,F-F_Momentum_Factor_daily:Mom,38,1962-07-30,512,0.0281642898342463,0.0157699352193258,0.0146055870862718,0.0123943546149205,0.0135587027479745,0.7273858625266887,0.7183913016438911,0.7170605959795974,0.0089945608827975,0.0103252665470913,0.0563285796684923,0.0315398704386514,0.0292111741725438,0.0247887092298408,0.0271174054959485,0.0003811677688456,0.0004812638037641,0.0015160687350551,-0.0001000960349184,-0.0011349009662095,0.5853429573879799,0.5673823509217508,0.5747409449349563,0.0179606064662291,0.0106020124530236
