T,process_type,lambda_band,zeta_mae,second_diff_norm,third_diff_norm,H_proj,lambda2_proj,H_true,lambda2_true,residual_norm,mono_residual_norm,tail_instability,p_scaling_cal,p_curved_cal,p_mono_cal,p_mrw_cal,p_boundary_cal
512,iid Gaussian,non_mrw,0.05122056632684783,0.007882205912700066,0.0034402496836637743,0.48254508811693925,0.006899323796787007,0.5,0.0,0.01433728132635737,0.014743043969456967,0.0,0.9957277644903232,0.05446242090935508,0.940511561357058,0.15708226347580934,0.1479226476393449
512,iid Student-t,non_mrw,0.03841450015703837,0.10952256520589193,0.04523262726143003,0.617103228966395,0.00294078590911037,,0.0,0.17097641859824458,0.17080508582293988,0.38743890523910524,0.6932902256647746,0.4099949677785238,0.4759088456630707,0.22668976485729217,0.09848556431631247
1024,"GARCH(1,1)",non_mrw,0.0,0.006219216755458287,0.002450378204230219,0.4890869217259543,0.00397760267411026,,0.0,0.015055306788001741,0.014242866542190313,0.0,0.9958275471414838,0.03645096120557615,0.958259037562779,0.13575197011232376,0.08713062360350575
1024,Low-lambda2 MRW,low,0.04110087921273791,0.01470652838341064,0.0034485648264106,0.46175237993399304,0.02008161552435518,0.4734443959055675,0.015089914726963293,0.015536051508711858,0.02055605958836774,0.0,0.9941894089182218,0.17706808106352886,0.8360153200725714,0.3005365575146344,0.12306383446492772
1024,MRW,high,0.0788061848788527,0.01517563004413417,0.0036168360137627965,0.5262494425776709,0.020447466637852657,0.5346395198082059,0.1401834057865983,0.014925674262693046,0.020231660158696724,0.0,0.9929900271287236,0.18591162542103176,0.8272206159453318,0.3061450338425414,0.14598047313412502
1024,MRW,medium,0.04155728151335528,0.015767631679773332,0.003564836087906243,0.4487286962960896,0.02314741959815269,0.4566813560692888,0.05601083177484964,0.014649786949647884,0.02109424715959712,0.0,0.9942397299565767,0.21534750639019828,0.8040479854533547,0.33761106007977537,0.12044376368566143
1024,Regime-switching Gaussian,non_mrw,0.0,0.09664252027869225,0.03203211282379925,0.6225085854530334,1.0000003385357559e-06,,0.0,0.17460853792726994,0.1690004263073206,0.31542669236660004,0.7886197715997696,0.33340128511190414,0.5819409787654877,0.22893088310956955,0.09999032132327557
1024,fGn,non_mrw,0.038605110860909474,0.0153852409937165,0.0035040367290617505,0.5131227140963981,0.02117058662428683,0.5215063224913496,0.0,0.015423447394630673,0.020868017528714103,0.0,0.9934063174507834,0.19104745972788695,0.8236669986085459,0.310461977270968,0.1489834758740747
1024,iid Gaussian,non_mrw,0.031882097168515124,0.006129536873255021,0.002339540126297671,0.4947163688066678,0.0034306828664482916,0.5,0.0,0.017510901109721415,0.016047131503000855,0.0,0.9959014700009272,0.03230090537227881,0.9622117441434127,0.13051674963954168,0.08947765488380519
1024,iid Student-t,non_mrw,0.03466585017740727,0.10900124510129293,0.040438036993145944,0.6153001169363658,1.0000003385357559e-06,,0.0,0.18746411763131618,0.18377598902831474,0.39380196034908294,0.6962088386217753,0.36991971308986343,0.5087674458821615,0.1839633156855901,0.06226459662429988
2048,"GARCH(1,1)",non_mrw,0.0,0.00738600322178432,0.0016561831580474973,0.5032162368297577,0.006260387661833582,,0.0,0.011503472125955991,0.011868741961994342,0.0,0.9952702862875802,0.04134943389466831,0.9525378005845206,0.14415268812860763,0.13857253926939198
2048,Low-lambda2 MRW,low,0.03153343077024652,0.014210205628640123,0.002818245718016341,0.4985825668813454,0.01780557918078153,0.5041394218181571,0.015586400432059437,0.014042837920391725,0.018536570624241397,0.0,0.9934391064776315,0.14968972611758444,0.8582378990120358,0.2704898121042384,0.14381447020989274
2048,MRW,high,0.07885139131719626,0.013902444500946303,0.002849632364743529,0.4810181244918444,0.016289230403874647,0.48695436195985786,0.14027275419929652,0.014008674946911995,0.01783045813061514,0.0,0.9938759326356129,0.12937947193124485,0.8755106804440322,0.24949570036339527,0.14053684946709624
2048,MRW,medium,0.04112358569599143,0.013475421043794329,0.002944403247788503,0.5046947271358676,0.0142341426706968,0.5080946523968767,0.05202007068820843,0.013797562819246838,0.016943834551678198,0.0,0.9934015230434697,0.10995850911954554,0.8911515885009998,0.22621207130027982,0.13988928869934525
2048,Regime-switching Gaussian,non_mrw,0.0,0.09367955289781094,0.0301076325122267,0.6106817498803139,1.0000003385357559e-06,,0.0,0.1677490696310997,0.16236748918890953,0.2996242865920067,0.8101409301161766,0.3153429161757231,0.6074821613729,0.2327905334532261,0.10941846435889602
2048,fGn,non_mrw,0.03167027416356811,0.014709950876281117,0.002945040900103226,0.44955321954506816,0.018498537364145952,0.45488424689480755,0.0,0.013894851033745164,0.018577796022520597,0.0,0.9942921503926768,0.13924409965561194,0.8664576892148365,0.26287466129570297,0.17638453101205936
2048,iid Gaussian,non_mrw,0.02673107274593069,0.004557885420628083,0.001608028117632971,0.49573685992986727,0.0011604125486486831,0.5,0.0,0.016525896904894557,0.01429421428996974,0.0,0.9960567080057584,0.02440374752936455,0.9707381511345888,0.11995231264676803,0.0252252739872067
2048,iid Student-t,non_mrw,0.03662437771757444,0.1267074058453242,0.04298325665295124,0.6507818460464477,1.0000003385357559e-06,,0.0,0.2136283040046692,0.2084603230158488,0.4757727921009064,0.6192843079566955,0.42557616730531056,0.423187263806661,0.1690087452530861,0.0440138972364366
